fb_subp1_read_sectors,Elements/Thread,num_fields,Total FP/Block,Actual GFlop/s,Device GFlop/s,l1_global_load_hit,Global Loads/Block,phase3_shared_loads,Dimensions,phase2_global_loads,phase2_shared_loads,EventElapsed,Time Steps,Shared Size,Num Blocks Z,Num Blocks X,Num Blocks Y,Real Per Block X,Real Per Block Y,l1_global_load_miss,data_size,Register Usage,phase4_global_stores,phase_limit,Padded Size,Useful FP/Block,Shared Stores/Block,Global Stores/Block,Time Tile Size,fb_subp0_read_sectors,compute_per_point,Block Size Z,Block Size X,Block Size Y,Useful Ratio,Elapsed Time,ProfileTimerResolution,Shared Loads/Block,Real Size,shared_stores,
8105683.625000,6,1,138240,68.2008,130.003,1031596.250000,17280,5,2,5,0,0.168846,64,14896,1,73,272,82,22,479932.125000,4,22,1,0,6016,72160,24192,3456,8,8106746.500000,5,1,96,6,0.521991,0.168913,1000,120960,6000,1,
7980517.125000,6,1,184320,66.9013,110.022,758109.750000,23040,5,2,5,0,0.172135,64,19600,1,73,176,82,34,545989.875000,4,22,1,0,6016,111520,32256,4608,8,7982209.500000,5,1,96,8,0.605035,0.172194,1000,161280,6000,1,
7808815.250000,6,1,230400,71.3958,108.407,638747.875000,28800,5,2,5,0,0.161288,64,24304,1,73,130,82,46,565763.875000,4,22,1,0,6016,150880,40320,5760,8,7817858.375000,5,1,96,10,0.654861,0.161354,1000,201600,6000,1,
8730795.000000,6,1,122880,49.5049,131.802,1523878.750000,15360,5,2,5,0,0.232641,64,13520,1,52,600,114,10,587531.125000,4,22,1,0,6016,45600,21504,3072,8,8742045.125000,5,1,128,4,0.371094,0.232704,1000,107520,6000,1,
8149679.125000,6,1,184320,61.0872,110.594,884183.375000,23040,5,2,5,0,0.188518,64,19760,1,52,272,114,22,550153.000000,4,22,1,0,6016,100320,32256,4608,8,8164803.500000,5,1,128,6,0.544271,0.188583,1000,161280,6000,1,
7888993.750000,6,1,245760,69.5187,108.584,661770.875000,30720,5,2,5,0,0.165646,64,26000,1,52,176,114,34,573379.875000,4,22,1,0,6016,155040,43008,6144,8,7893143.000000,5,1,128,8,0.630859,0.165711,1000,215040,6000,1,
7528549.359375,7,1,4480,28.9913,28.8754,289843.609375,4480,5,2,5,0,0.397301,64,4080,1,187,214,32,28,494432.812500,4,20,1,0,6002,4480,0,896,1,7529069.125000,5,1,32,4,1,0.397361,1000,0,6000,1,
9489072.906250,7,1,6720,24.2032,23.9938,231623.187500,6720,5,2,5,0,0.475918,64,5984,1,187,142,32,42,536296.093750,4,20,1,0,6002,6720,0,1344,1,9492799.406250,5,1,32,6,1,0.47597,1000,0,6000,1,
9741536.640625,7,1,8960,23.4777,23.3839,227947.312500,8960,5,2,5,0,0.490607,64,7888,1,187,107,32,56,545803.218750,4,20,1,0,6002,8960,0,1792,1,9750942.875000,5,1,32,8,1,0.490678,1000,0,6000,1,
8520051.296875,7,1,11200,24.9192,24.6456,237843.750000,11200,5,2,5,0,0.462241,64,9792,1,187,85,32,70,536441.000000,4,20,1,0,6002,11200,0,2240,1,8519220.125000,5,1,32,10,1,0.462295,1000,0,6000,1,
10084563.343750,7,1,13440,22.4287,22.2347,214255.140625,13440,5,2,5,0,0.513573,64,11696,1,187,71,32,84,558147.031250,4,20,1,0,6002,13440,0,2688,1,10084909.937500,5,1,32,12,1,0.513627,1000,0,6000,1,
8562523.562500,7,1,8960,27.0668,26.8144,299855.000000,8960,5,2,5,0,0.425551,64,7920,1,93,214,64,28,476350.625000,4,20,1,0,6002,8960,0,1792,1,8558075.359375,5,1,64,4,1,0.425614,1000,0,6000,1,
8771134.093750,7,1,13440,26.0125,25.6496,282238.609375,13440,5,2,5,0,0.44281,64,11616,1,93,142,64,42,484907.515625,4,20,1,0,6002,13440,0,2688,1,8772238.406250,5,1,64,6,1,0.442864,1000,0,6000,1,
8968244.750000,7,1,17920,25.3026,25.0667,275256.062500,17920,5,2,5,0,0.455232,64,15312,1,93,107,64,56,472384.046875,4,20,1,0,6002,17920,0,3584,1,8976278.593750,5,1,64,8,1,0.455289,1000,0,6000,1,
8030154.796875,7,1,22400,26.6733,26.2394,284735.953125,22400,5,2,5,0,0.431836,64,19008,1,93,85,64,70,475106.453125,4,20,1,0,6002,22400,0,4480,1,8057875.546875,5,1,64,10,1,0.431892,1000,0,6000,1,
9273783.890625,7,1,26880,24.1206,23.7841,258357.125000,26880,5,2,5,0,0.477542,64,22704,1,93,71,64,84,487993.421875,4,20,1,0,6002,26880,0,5376,1,9272259.156250,5,1,64,12,1,0.4776,1000,0,6000,1,
8333232.328125,7,1,13440,27.6131,27.3556,311553.734375,13440,5,2,5,0,0.417135,64,11760,1,62,214,96,28,461520.609375,4,20,1,0,6002,13440,0,2688,1,8330588.968750,5,1,96,4,1,0.417194,1000,0,6000,1,
7459650.296875,7,1,20160,29.5771,29.1644,320471.046875,20160,5,2,5,0,0.389434,64,17248,1,62,142,96,42,417567.328125,4,20,1,0,6002,20160,0,4032,1,7459053.171875,5,1,96,6,1,0.389491,1000,0,6000,1,
8715093.453125,7,1,26880,25.8818,25.6405,283727.843750,26880,5,2,5,0,0.445044,64,22736,1,62,107,96,56,463308.578125,4,20,1,0,6002,26880,0,5376,1,8691132.875000,5,1,96,8,1,0.4451,1000,0,6000,1,
7392057.703125,7,1,33600,27.323,26.8785,342517.281250,33600,5,2,5,0,0.421566,64,28224,1,62,85,96,70,432989.953125,4,20,1,0,6002,33600,0,6720,1,7392576.328125,5,1,96,10,1,0.421623,1000,0,6000,1,
8076720.906250,7,1,17920,28.1603,27.5978,306279.687500,17920,5,2,5,0,0.409028,64,15600,1,46,214,128,28,440464.781250,4,20,1,0,6002,17920,0,3584,1,8086252.125000,5,1,128,4,1,0.409086,1000,0,6000,1,
8275566.046875,7,1,26880,27.5975,26.9198,304356.093750,26880,5,2,5,0,0.417375,64,22880,1,46,142,128,42,441703.640625,4,20,1,0,6002,26880,0,5376,1,8284421.562500,5,1,128,6,1,0.417429,1000,0,6000,1,
7362229.968750,7,1,35840,27.8557,27.2993,351014.343750,35840,5,2,5,0,0.413502,64,30160,1,46,107,128,56,418949.609375,4,20,1,0,6002,35840,0,7168,1,7365251.593750,5,1,128,8,1,0.41356,1000,0,6000,1,
7169642.906250,7,1,8960,50.446,57.7551,378679.343750,4480,5,2,5,0,0.228305,64,4080,1,200,230,30,26,523830.562500,4,24,1,0,6004,7800,896,896,2,7171639.625000,5,1,32,4,0.870536,0.228363,1000,4480,6000,1,
7466615.500000,7,1,13440,44.3075,49.6244,303517.687500,6720,5,2,5,0,0.259944,64,5984,1,200,150,30,40,559690.781250,4,24,1,0,6004,12000,1344,1344,2,7465734.312500,5,1,32,6,0.892857,0.260001,1000,6720,6000,1,
7519444.218750,7,1,17920,46.08,50.9215,302058.750000,8960,5,2,5,0,0.249935,64,7888,1,200,111,30,54,580495.156250,4,24,1,0,6004,16200,1792,1792,2,7512285.031250,5,1,32,8,0.904018,0.25,1000,8960,6000,1,
7558812.125000,7,1,22400,43.189,47.2967,277365.406250,11200,5,2,5,0,0.266675,64,9792,1,200,88,30,68,582232.218750,4,24,1,0,6004,20400,2240,2240,2,7561086.312500,5,1,32,10,0.910714,0.266735,1000,11200,6000,1,
7377051.687500,7,1,26880,44.5297,48.5433,286581.937500,13440,5,2,5,0,0.258645,64,11696,1,200,73,30,82,564590.218750,4,24,1,0,6004,24600,2688,2688,2,7382078.187500,5,1,32,12,0.915179,0.258704,1000,13440,6000,1,
7136412.781250,7,1,17920,53.6493,58.9656,416619.312500,8960,5,2,5,0,0.214669,64,7920,1,96,230,62,26,443650.656250,4,24,1,0,6004,16120,1792,1792,2,7139719.250000,5,1,64,4,0.899554,0.214728,1000,8960,6000,1,
7176445.468750,7,1,26880,53.8995,57.9528,424065.281250,13440,5,2,5,0,0.213677,64,11616,1,96,150,62,40,420784.531250,4,24,1,0,6004,24800,2688,2688,2,7177465.062500,5,1,64,6,0.922619,0.213731,1000,13440,6000,1,
7111861.687500,7,1,35840,60.2778,63.9465,443156.312500,17920,5,2,5,0,0.191057,64,15312,1,96,111,62,54,396854.468750,4,24,1,0,6004,33480,3584,3584,2,7112989.781250,5,1,64,8,0.934152,0.191115,1000,17920,6000,1,
7223840.125000,7,1,44800,56.3298,59.2199,385919.906250,22400,5,2,5,0,0.204443,64,19008,1,96,88,62,68,443086.531250,4,24,1,0,6004,42160,4480,4480,2,7224927.093750,5,1,64,10,0.941071,0.20451,1000,22400,6000,1,
7195876.937500,7,1,53760,42.7774,44.7678,355744.031250,26880,5,2,5,0,0.269243,64,22704,1,96,73,62,82,462741.406250,4,24,1,0,6004,50840,5376,5376,2,7198309.906250,5,1,64,12,0.945685,0.269301,1000,26880,6000,1,
7035146.937500,7,1,26880,60.6274,65.594,507876.625000,13440,5,2,5,0,0.189954,64,11760,1,63,230,94,26,349957.125000,4,24,1,0,6004,24440,2688,2688,2,7036568.843750,5,1,96,4,0.909226,0.190013,1000,13440,6000,1,
7081993.656250,7,1,40320,63.7559,67.4793,476321.187500,20160,5,2,5,0,0.180627,64,17248,1,63,150,94,40,363284.437500,4,24,1,0,6004,37600,4032,4032,2,7082615.750000,5,1,96,6,0.93254,0.180689,1000,20160,6000,1,
7177397.375000,7,1,53760,46.0588,48.0987,409131.187500,26880,5,2,5,0,0.250052,64,22736,1,63,111,94,54,411328.125000,4,24,1,0,6004,50760,5376,5376,2,7179343.687500,5,1,96,8,0.944196,0.250115,1000,26880,6000,1,
7243802.875000,7,1,67200,44.7248,46.2848,357501.281250,33600,5,2,5,0,0.25752,64,28224,1,63,88,94,68,455385.937500,4,24,1,0,6004,63920,6720,6720,2,7241358.687500,5,1,96,10,0.95119,0.257575,1000,33600,6000,1,
7054271.531250,7,1,35840,66.913,72.0114,541169.125000,17920,5,2,5,0,0.1721,64,15600,1,47,230,126,26,313066.000000,4,24,1,0,6004,32760,3584,3584,2,7054940.218750,5,1,128,4,0.914062,0.172164,1000,17920,6000,1,
7200343.125000,7,1,53760,45.9385,48.364,442875.375000,26880,5,2,5,0,0.250711,64,22880,1,47,150,126,40,383738.343750,4,24,1,0,6004,50400,5376,5376,2,7197853.062500,5,1,128,6,0.9375,0.25077,1000,26880,6000,1,
7252662.750000,7,1,71680,45.1448,46.9886,392771.500000,35840,5,2,5,0,0.254611,64,30160,1,47,111,126,54,418723.312500,4,24,1,0,5998,68040,7168,7168,2,7254616.250000,5,1,128,8,0.949219,0.254669,1000,35840,5994,1,
7736316.000000,7,1,13440,80.8216,107.618,491998.181818,4480,5,2,5,0,0.142466,64,4080,1,214,250,28,24,408052.181818,4,24,1,0,6006,10080,1792,896,3,7742378.681818,5,1,32,4,0.75,0.142536,1000,8960,6000,1,
7723035.500000,7,1,20160,63.0545,79.0909,481018.818182,6720,5,2,5,0,0.182635,64,5984,1,214,157,28,38,568417.000000,4,24,1,0,6006,15960,2688,1344,3,7728942.000000,5,1,32,6,0.791667,0.182699,1000,13440,6000,1,
7748363.227273,7,1,26880,60.7671,74.4416,355258.363636,8960,5,2,5,0,0.189515,64,7888,1,214,115,28,52,607210.545455,4,24,1,0,6006,21840,3584,1792,3,7747291.863636,5,1,32,8,0.8125,0.189576,1000,17920,6000,1,
7679282.181818,7,1,33600,61.1323,73.2609,345578.227273,11200,5,2,5,0,0.188386,64,9792,1,214,90,28,66,595820.272727,4,24,1,0,6006,27720,4480,2240,3,7678654.227273,5,1,32,10,0.825,0.188444,1000,22400,6000,1,
7685601.045455,7,1,40320,62.8924,75.3702,367338.181818,13440,5,2,5,0,0.183108,64,11696,1,214,75,28,80,575855.818182,4,24,1,0,6006,33600,5376,2688,3,7687253.181818,5,1,32,12,0.833333,0.18317,1000,26880,6000,1,
7425446.363636,7,1,26880,85.1367,105.948,633018.681818,8960,5,2,5,0,0.135249,64,7920,1,100,250,60,24,357501.909091,4,24,1,0,6006,21600,3584,1792,3,7426689.272727,5,1,64,4,0.803571,0.135312,1000,17920,6000,1,
7417260.181818,7,1,40320,82.4618,96.6672,574519.090909,13440,5,2,5,0,0.139635,64,11616,1,100,157,60,38,355569.000000,4,24,1,0,6006,34200,5376,2688,3,7417730.000000,5,1,64,6,0.848214,0.139701,1000,26880,6000,1,
7454118.272727,7,1,53760,77.3841,88.5962,491385.409091,17920,5,2,5,0,0.148802,64,15312,1,100,115,60,52,415972.409091,4,24,1,0,6006,46800,7168,3584,3,7454189.136364,5,1,64,8,0.870536,0.148868,1000,35840,6000,1,
7449340.681818,7,1,67200,74.9917,83.9908,430375.318182,22400,5,2,5,0,0.15355,64,19008,1,100,90,60,66,457525.590909,4,24,1,0,6006,59400,8960,4480,3,7451876.272727,5,1,64,10,0.883929,0.153617,1000,44800,6000,1,
7502964.272727,7,1,80640,54.642,61.199,407140.318182,26880,5,2,5,0,0.210752,64,22704,1,100,75,60,80,470118.363636,4,24,1,0,6006,72000,10752,5376,3,7505552.136364,5,1,64,12,0.892857,0.210827,1000,53760,6000,1,
7442199.454545,7,1,40320,81.5836,98.9881,646859.181818,13440,5,2,5,0,0.141146,64,11760,1,65,250,92,24,314899.363636,4,24,1,0,6006,33120,5376,2688,3,7442817.590909,5,1,96,4,0.821429,0.141205,1000,26880,6000,1,
7402672.454545,7,1,60480,77.593,88.6857,513145.818182,20160,5,2,5,0,0.1484,64,17248,1,65,157,92,38,394460.227273,4,24,1,0,6006,52440,8064,4032,3,7404373.318182,5,1,96,6,0.867063,0.148467,1000,40320,6000,1,
7424483.681818,7,1,80640,55.5437,62.0016,451061.363636,26880,5,2,5,0,0.207345,64,22736,1,65,115,92,52,425946.409091,4,24,1,0,6006,71760,10752,5376,3,7428391.363636,5,1,96,8,0.889881,0.207404,1000,53760,6000,1,
7428705.454545,7,1,100800,56.0636,61.2215,395130.954545,33600,5,2,5,0,0.205417,64,28224,1,65,90,92,66,461894.318182,4,24,1,0,6006,91080,13440,6720,3,7430147.045455,5,1,96,10,0.903571,0.205481,1000,67200,6000,1,
7431040.500000,7,1,53760,77.373,92.435,591999.318182,17920,5,2,5,0,0.148823,64,15600,1,48,250,124,24,356343.409091,4,24,1,0,6006,44640,7168,3584,3,7433319.863636,5,1,128,4,0.830357,0.148889,1000,35840,6000,1,
7364137.272727,7,1,80640,54.8859,61.7673,477194.227273,26880,5,2,5,0,0.20983,64,22880,1,48,157,124,38,406187.909091,4,24,1,0,6006,70680,10752,5376,3,7369247.590909,5,1,128,6,0.876488,0.20989,1000,53760,6000,1,
7479648.227273,7,1,107520,55.493,60.9919,400912.045455,35840,5,2,5,0,0.207535,64,30160,1,48,115,124,52,456071.363636,4,24,1,0,6006,96720,14336,7168,3,7486344.318182,5,1,128,8,0.899554,0.207594,1000,71680,6000,1,
7557407.875000,7,1,17920,84.1483,131.023,849525.875000,4480,5,2,5,0,0.13683,64,4080,1,230,272,26,22,407905.937500,4,24,1,0,6008,11440,2688,896,4,7559449.312500,5,1,32,4,0.638393,0.136901,1000,13440,6000,1,
7385606.187500,7,1,26880,88.4989,126.145,715248.187500,6720,5,2,5,0,0.130107,64,5984,1,230,166,26,36,416988.125000,4,24,1,0,6008,18720,4032,1344,4,7385742.937500,5,1,32,6,0.696429,0.130171,1000,20160,6000,1,
7341643.437500,7,1,35840,89.122,122.442,650328.312500,8960,5,2,5,0,0.129202,64,7888,1,230,120,26,50,440713.375000,4,24,1,0,6008,26000,5376,1792,4,7342328.875000,5,1,32,8,0.725446,0.129261,1000,26880,6000,1,
7255296.375000,7,1,44800,89.0256,118.487,607115.312500,11200,5,2,5,0,0.129335,64,9792,1,230,93,26,64,449365.875000,4,24,1,0,6008,33280,6720,2240,4,7255203.437500,5,1,32,10,0.742857,0.129401,1000,33600,6000,1,
7219492.625000,7,1,53760,84.1038,110.506,557524.562500,13440,5,2,5,0,0.136002,64,11696,1,230,76,26,78,478823.812500,4,24,1,0,5988,40560,8064,2688,4,7221391.125000,5,1,32,12,0.754464,0.136062,1000,40320,5980,1,
7486670.687500,7,1,35840,88.6809,123.672,697632.750000,8960,5,2,5,0,0.129841,64,7920,1,103,272,58,22,403504.750000,4,24,1,0,6008,25520,5376,1792,4,7484313.937500,5,1,64,4,0.712054,0.129904,1000,26880,6000,1,
7413505.750000,7,1,53760,90.0548,114.969,651567.375000,13440,5,2,5,0,0.127857,64,11616,1,103,166,58,36,362107.687500,4,24,1,0,6008,41760,8064,2688,4,7410267.812500,5,1,64,6,0.776786,0.127922,1000,40320,6000,1,
7401206.187500,7,1,71680,83.6291,102.906,536481.875000,17920,5,2,5,0,0.137686,64,15312,1,103,120,58,50,440242.562500,4,24,1,0,6008,58000,10752,3584,4,7397789.562500,5,1,64,8,0.809152,0.137751,1000,53760,6000,1,
7323326.375000,7,1,89600,84.9225,101.232,461026.437500,22400,5,2,5,0,0.135588,64,19008,1,103,93,58,64,484911.000000,4,24,1,0,6008,74240,13440,4480,4,7320041.500000,5,1,64,10,0.828571,0.135653,1000,67200,6000,1,
7245152.312500,7,1,107520,66.5077,77.7463,442777.687500,26880,5,2,5,0,0.173153,64,22704,1,103,76,58,78,480307.625000,4,24,1,0,6008,90480,16128,5376,4,7241762.375000,5,1,64,12,0.841518,0.173213,1000,80640,6000,1,
7503725.062500,7,1,53760,86.9855,116.597,736478.250000,13440,5,2,5,0,0.132372,64,11760,1,66,272,90,22,327766.312500,4,24,1,0,6008,39600,8064,2688,4,7504192.500000,5,1,96,4,0.736607,0.132436,1000,40320,6000,1,
7392759.250000,7,1,80640,83.9189,103.181,549751.000000,20160,5,2,5,0,0.136941,64,17248,1,66,166,90,36,424567.250000,4,24,1,0,6002,64800,12096,4032,4,7394048.000000,5,1,96,6,0.803571,0.137001,1000,60480,5994,1,
7320455.750000,7,1,107520,64.3691,76.1306,482027.062500,26880,5,2,5,0,0.178907,64,22736,1,66,120,90,50,447615.312500,4,24,1,0,6008,90000,16128,5376,4,7321677.000000,5,1,96,8,0.837054,0.178968,1000,80640,6000,1,
7289100.312500,7,1,134400,65.5749,75.1331,423888.125000,33600,5,2,5,0,0.175617,64,28224,1,66,93,90,64,474238.437500,4,24,1,0,6008,115200,20160,6720,4,7292070.937500,5,1,96,10,0.857143,0.175677,1000,100800,6000,1,
7553675.375000,7,1,71680,79.2689,105.18,661754.812500,17920,5,2,5,0,0.145262,64,15600,1,49,272,122,22,389845.437500,4,24,1,0,6008,53680,10752,3584,4,7550244.000000,5,1,128,4,0.748884,0.145328,1000,53760,6000,1,
7393811.250000,7,1,107520,62.9959,76.5197,517674.687500,26880,5,2,5,0,0.18281,64,22880,1,49,166,122,36,439396.625000,4,24,1,0,6008,87840,16128,5376,4,7393439.125000,5,1,128,6,0.816964,0.182869,1000,80640,6000,1,
7452159.625000,7,1,143360,63.6306,74.497,433185.187500,35840,5,2,5,0,0.180986,64,30160,1,49,120,122,50,481854.125000,4,24,1,0,6008,122000,21504,7168,4,7453892.812500,5,1,128,8,0.851004,0.181045,1000,107520,6000,1,
8418296.384615,7,1,22400,75.454,140.847,1020182.000000,4480,5,2,5,0,0.152617,64,4080,1,250,300,24,20,435475.846154,4,24,1,0,6010,12000,3584,896,5,8419925.230769,5,1,32,4,0.535714,0.152676,1000,17920,6000,1,
8160418.615385,7,1,33600,82.8283,136.059,863062.076923,6720,5,2,5,0,0.139024,64,5984,1,250,176,24,34,439713.153846,4,24,1,0,6010,20400,5376,1344,5,8161615.538462,5,1,32,6,0.607143,0.139083,1000,26880,6000,1,
8074147.692308,7,1,44800,84.2425,131.044,746971.153846,8960,5,2,5,0,0.136684,64,7888,1,250,125,24,48,487475.615385,4,24,1,0,6010,28800,7168,1792,5,8075074.230769,5,1,32,8,0.642857,0.136748,1000,35840,6000,1,
7955359.153846,7,1,56000,84.3481,125.96,661090.846154,11200,5,2,5,0,0.136514,64,9792,1,250,96,24,62,528456.615385,4,24,1,0,6010,37200,8960,2240,5,7956110.076923,5,1,32,10,0.664286,0.136577,1000,44800,6000,1,
7889311.384615,7,1,67200,80.46,117.15,564275.000000,13440,5,2,5,0,0.143112,64,11696,1,250,78,24,76,592480.153846,4,24,1,0,6010,45600,10752,2688,5,7891083.307692,5,1,32,12,0.678571,0.143177,1000,53760,6000,1,
8037619.153846,7,1,44800,83.2334,132.996,821191.769231,8960,5,2,5,0,0.138343,64,7920,1,107,300,56,20,448730.846154,4,24,1,0,6010,28000,7168,1792,5,8039177.153846,5,1,64,4,0.625,0.138406,1000,35840,6000,1,
7825472.538462,7,1,67200,89.1903,125.412,728064.153846,13440,5,2,5,0,0.129097,64,11616,1,107,176,56,34,387537.230769,4,24,1,0,6010,47600,10752,2688,5,7829510.769231,5,1,64,6,0.708333,0.129162,1000,53760,6000,1,
7701286.846154,7,1,89600,82.6358,110.034,575383.615385,17920,5,2,5,0,0.139344,64,15312,1,107,125,56,48,480769.307692,4,24,1,0,6010,67200,14336,3584,5,7708829.307692,5,1,64,8,0.75,0.139407,1000,71680,6000,1,
7653258.538462,7,1,112000,84.8607,108.477,496776.769231,22400,5,2,5,0,0.135688,64,19008,1,107,96,56,62,518026.000000,4,24,1,0,6010,86800,17920,4480,5,7659620.615385,5,1,64,10,0.775,0.135752,1000,89600,6000,1,
7582608.769231,7,1,134400,68.982,85.9748,441681.538462,26880,5,2,5,0,0.166941,64,22704,1,107,78,56,76,543972.153846,4,24,1,0,6010,106400,21504,5376,5,7587987.923077,5,1,64,12,0.791667,0.167,1000,107520,6000,1,
7967988.384615,7,1,67200,83.2863,126.862,836187.000000,13440,5,2,5,0,0.138253,64,11760,1,68,300,88,20,372016.923077,4,24,1,0,6010,44000,10752,2688,5,7969339.384615,5,1,96,4,0.654762,0.138318,1000,53760,6000,1,
7667143.692308,7,1,100800,82.7164,110.874,614125.692308,20160,5,2,5,0,0.139206,64,17248,1,68,176,88,34,449919.923077,4,24,1,0,6010,74800,16128,4032,5,7665400.076923,5,1,96,6,0.742063,0.139271,1000,80640,6000,1,
7620717.153846,7,1,134400,67.5154,85.6995,513185.000000,26880,5,2,5,0,0.170569,64,22736,1,68,125,88,48,489064.000000,4,24,1,0,6010,105600,21504,5376,5,7631018.230769,5,1,96,8,0.785714,0.170628,1000,107520,6000,1,
7554770.846154,7,1,168000,68.4662,83.4302,437429.769231,33600,5,2,5,0,0.1682,64,28224,1,68,96,88,62,518201.000000,4,24,1,0,6010,136400,26880,6720,5,7556942.230769,5,1,96,10,0.811905,0.168258,1000,134400,6000,1,
7850314.153846,7,1,89600,75.6373,112.952,753490.153846,17920,5,2,5,0,0.152242,64,15600,1,50,300,120,20,431075.615385,4,24,1,0,6010,60000,14336,3584,5,7849378.538462,5,1,128,4,0.669643,0.152306,1000,71680,6000,1,
7667556.615385,7,1,134400,65.8669,86.5579,563436.000000,26880,5,2,5,0,0.174838,64,22880,1,50,176,120,34,473484.846154,4,24,1,0,6010,102000,21504,5376,5,7656392.461538,5,1,128,6,0.758929,0.174898,1000,107520,6000,1,
7665392.384615,7,1,179200,66.6435,82.9341,459383.384615,35840,5,2,5,0,0.172796,64,30160,1,50,125,120,48,517837.923077,4,24,1,0,6010,144000,28672,7168,5,7667073.230769,5,1,128,8,0.803571,0.17286,1000,143360,6000,1,
8408134.181818,7,1,26880,65.3391,147.296,1304965.181818,4480,5,2,5,0,0.176252,64,4080,1,272,333,22,18,482923.272727,4,24,1,0,6012,11880,4480,896,6,8410520.000000,5,1,32,4,0.441964,0.176311,1000,22400,6000,1,
8061893.363636,7,1,40320,75.5876,143.535,1042275.000000,6720,5,2,5,0,0.15235,64,5984,1,272,187,22,32,463383.272727,4,24,1,0,6012,21120,6720,1344,6,8064258.090909,5,1,32,6,0.52381,0.152406,1000,33600,6000,1,
7908337.181818,7,1,53760,78.5297,138.223,910714.272727,8960,5,2,5,0,0.146633,64,7888,1,272,130,22,46,484125.545455,4,24,1,0,6012,30360,8960,1792,6,7909957.181818,5,1,32,8,0.564732,0.146696,1000,44800,6000,1,
7851449.909091,7,1,67200,78.5619,132.962,781284.727273,11200,5,2,5,0,0.146572,64,9792,1,272,100,22,60,560728.727273,4,24,1,0,6012,39600,11200,2240,6,7854592.727273,5,1,32,10,0.589286,0.146636,1000,56000,6000,1,
7794581.272727,7,1,80640,76.4859,125.824,671038.363636,13440,5,2,5,0,0.150558,64,11696,1,272,81,22,74,636579.181818,4,24,1,0,6012,48840,13440,2688,6,7797809.909091,5,1,32,12,0.605655,0.150616,1000,67200,6000,1,
8107637.818182,7,1,53760,76.1671,140.423,992270.090909,8960,5,2,5,0,0.150881,64,7920,1,111,333,54,18,470848.363636,4,24,1,0,6006,29160,8960,1792,6,8110598.818182,5,1,64,4,0.542411,0.150944,1000,44800,5994,1,
7757934.545455,7,1,80640,86.2811,133.723,828732.545455,13440,5,2,5,0,0.133453,64,11616,1,111,187,54,32,400840.363636,4,24,1,0,6012,51840,13440,2688,6,7761158.545455,5,1,64,6,0.642857,0.133517,1000,67200,6000,1,
7555378.363636,7,1,107520,81.7833,117.489,637098.272727,17920,5,2,5,0,0.140798,64,15312,1,111,130,54,46,502937.909091,4,24,1,0,6012,74520,17920,3584,6,7557156.545455,5,1,64,8,0.69308,0.14086,1000,89600,6000,1,
7558283.818182,7,1,134400,83.1168,114.812,549746.818182,22400,5,2,5,0,0.138535,64,19008,1,111,100,54,60,546363.090909,4,24,1,0,6012,97200,22400,4480,6,7560416.545455,5,1,64,10,0.723214,0.1386,1000,112000,6000,1,
7554328.454545,7,1,161280,70.2117,94.2702,487509.636364,26880,5,2,5,0,0.16402,64,22704,1,111,81,54,74,575082.090909,4,24,1,0,6012,119880,26880,5376,6,7557089.181818,5,1,64,12,0.743304,0.164075,1000,134400,6000,1,
8001503.181818,7,1,80640,78.4186,134.536,957036.363636,13440,5,2,5,0,0.14685,64,11760,1,69,333,86,18,404011.000000,4,24,1,0,6012,46440,13440,2688,6,8007123.454545,5,1,96,4,0.575893,0.146904,1000,67200,6000,1,
7560643.363636,7,1,120960,81.1474,117.269,678211.454545,20160,5,2,5,0,0.141898,64,17248,1,69,187,86,32,469026.636364,4,24,1,0,6012,82560,20160,4032,6,7563924.545455,5,1,96,6,0.68254,0.141964,1000,100800,6000,1,
7528127.909091,7,1,161280,71.2302,95.4143,548831.181818,26880,5,2,5,0,0.161666,64,22736,1,69,130,86,46,511472.090909,4,24,1,0,6012,118680,26880,5376,6,7537321.818182,5,1,96,8,0.735863,0.161729,1000,134400,6000,1,
7495725.363636,7,1,201600,72.5254,93.4127,469107.000000,33600,5,2,5,0,0.158782,64,28224,1,69,100,86,60,547288.000000,4,24,1,0,6012,154800,33600,6720,6,7503926.181818,5,1,96,10,0.767857,0.158841,1000,168000,6000,1,
7802890.636364,7,1,107520,72.355,119.936,849600.636364,17920,5,2,5,0,0.159149,64,15600,1,50,333,118,18,467072.272727,4,24,1,0,6012,63720,17920,3584,6,7802801.363636,5,1,128,4,0.592634,0.159215,1000,89600,6000,1,
7624569.636364,7,1,161280,69.4227,96.9326,602803.545455,26880,5,2,5,0,0.165877,64,22880,1,50,187,118,32,502257.909091,4,24,1,0,6012,113280,26880,5376,6,7614101.272727,5,1,128,6,0.702381,0.16594,1000,134400,6000,1,
7498030.090909,7,1,215040,71.2659,92.234,482461.727273,35840,5,2,5,0,0.16159,64,30160,1,50,130,118,46,536755.363636,4,24,1,0,6012,162840,35840,7168,6,7502100.363636,5,1,128,8,0.757254,0.161648,1000,179200,6000,1,
9167533.200000,7,1,31360,53.0579,148.562,1624094.500000,4480,5,2,5,0,0.217063,64,4080,1,300,375,20,16,695039.800000,4,24,1,0,6014,11200,5376,896,7,9169993.200000,5,1,32,4,0.357143,0.217121,1000,26880,6000,1,
