fb_subp1_read_sectors,Elements/Thread,num_fields,Total FP/Block,Actual GFlop/s,Device GFlop/s,l1_global_load_hit,Global Loads/Block,phase3_shared_loads,Dimensions,phase2_global_loads,phase2_shared_loads,EventElapsed,Time Steps,Shared Size,Num Blocks Z,Num Blocks X,Num Blocks Y,Real Per Block X,Real Per Block Y,l1_global_load_miss,data_size,Register Usage,phase4_global_stores,phase_limit,Padded Size,Useful FP/Block,Shared Stores/Block,Global Stores/Block,Time Tile Size,fb_subp0_read_sectors,compute_per_point,Block Size Z,Block Size X,Block Size Y,Useful Ratio,Elapsed Time,ProfileTimerResolution,Shared Loads/Block,Real Size,shared_stores,
7424809.125000,4,1,76800,63.4442,78.6099,618451.500000,19200,5,2,5,0,0.181513,64,16464,1,66,176,90,34,365080.375000,4,20,1,0,6008,61200,11520,3840,4,7417299.812500,5,1,96,10,0.796875,0.181577,1000,57600,6000,1,
7959875.375000,4,1,40960,65.6905,109.87,1044080.375000,10240,5,2,5,0,0.175299,64,9360,1,49,600,122,10,283516.250000,4,20,1,0,6008,24400,6144,2048,4,7962185.812500,5,1,128,4,0.595703,0.175368,1000,30720,6000,1,
7758579.375000,4,1,61440,72.4329,100.854,781965.125000,15360,5,2,5,0,0.158976,64,13520,1,49,333,122,18,322394.750000,4,20,1,0,6008,43920,9216,3072,4,7763194.562500,5,1,128,6,0.714844,0.159044,1000,46080,6000,1,
7495185.125000,4,1,81920,60.869,78.0508,652843.500000,20480,5,2,5,0,0.189189,64,17680,1,49,230,122,26,364638.562500,4,20,1,0,6008,63440,12288,4096,4,7494453.250000,5,1,128,8,0.774414,0.189259,1000,61440,6000,1,
8944306.000000,4,1,12800,48.9066,130.418,1607348.538462,2560,5,2,5,0,0.235486,64,2448,1,250,750,24,8,507274.615385,4,20,1,0,6010,4800,2048,512,5,8943332.538462,5,1,32,4,0.375,0.235551,1000,10240,6000,1,
8558056.769231,4,1,19200,62.7252,125.45,1189141.846154,3840,5,2,5,0,0.183589,64,3536,1,250,375,24,16,397895.076923,4,20,1,0,6010,9600,3072,768,5,8561281.000000,5,1,32,6,0.5,0.183658,1000,15360,6000,1,
8341967.384615,4,1,25600,68.7088,122.149,1025827.461538,5120,5,2,5,0,0.167596,64,4624,1,250,250,24,24,385093.384615,4,20,1,0,6010,14400,4096,1024,5,8344286.384615,5,1,32,8,0.5625,0.167664,1000,20480,6000,1,
8201227.000000,4,1,32000,72.3991,120.343,935672.461538,6400,5,2,5,0,0.159049,64,5712,1,250,187,24,32,384100.307692,4,20,1,0,6010,19200,5120,1280,5,8203533.538462,5,1,32,10,0.6,0.159118,1000,25600,6000,1,
8148132.769231,4,1,38400,74.1107,118.577,880227.615385,7680,5,2,5,0,0.155379,64,6800,1,250,150,24,40,390615.923077,4,20,1,0,6010,24000,6144,1536,5,8149324.538462,5,1,32,12,0.625,0.155443,1000,30720,6000,1,
8595131.076923,4,1,25600,55.1399,125.866,1461638.230769,5120,5,2,5,0,0.20886,64,4752,1,107,750,56,8,349653.615385,4,20,1,0,6010,11200,4096,1024,5,8595861.615385,5,1,64,4,0.4375,0.208923,1000,20480,6000,1,
8167060.615385,4,1,38400,70.9521,121.47,1058635.230769,7680,5,2,5,0,0.162295,64,6864,1,107,375,56,16,299560.846154,4,20,1,0,6010,22400,6144,1536,5,8166681.615385,5,1,64,6,0.583333,0.162363,1000,30720,6000,1,
8051012.538462,4,1,51200,75.9704,115.61,880501.538462,10240,5,2,5,0,0.151575,64,8976,1,107,250,56,24,326998.076923,4,20,1,0,6010,33600,8192,2048,5,8051435.230769,5,1,64,8,0.65625,0.151638,1000,40960,6000,1,
7939949.461538,4,1,64000,73.6954,104.858,756513.769231,12800,5,2,5,0,0.15625,64,11088,1,107,187,56,32,373029.615385,4,20,1,0,6010,44800,10240,2560,5,7944746.692308,5,1,64,10,0.7,0.156319,1000,51200,6000,1,
7907967.846154,4,1,76800,76.125,104.261,677010.153846,15360,5,2,5,0,0.151262,64,13200,1,107,150,56,40,410581.384615,4,20,1,0,6010,56000,12288,3072,5,7910155.846154,5,1,64,12,0.729167,0.15133,1000,61440,6000,1,
8439207.846154,4,1,38400,56.5723,123.101,1399211.846154,7680,5,2,5,0,0.203567,64,7056,1,68,750,88,8,329037.000000,4,20,1,0,6010,17600,6144,1536,5,8437394.153846,5,1,96,4,0.458333,0.203633,1000,30720,6000,1,
8046271.461538,4,1,57600,64.6607,105.526,958322.230769,11520,5,2,5,0,0.178102,64,10192,1,68,375,88,16,336771.384615,4,20,1,0,6010,35200,9216,2304,5,8043329.538462,5,1,96,6,0.611111,0.178161,1000,46080,6000,1,
7953612.384615,4,1,76800,72.4683,105.127,776711.846154,15360,5,2,5,0,0.158897,64,13328,1,68,250,88,24,374194.461538,4,20,1,0,6010,52800,12288,3072,5,7955632.692308,5,1,96,8,0.6875,0.158966,1000,61440,6000,1,
7852914.538462,4,1,96000,63.8577,86.6149,647315.769231,19200,5,2,5,0,0.180333,64,16464,1,68,187,88,32,428310.153846,4,20,1,0,6010,70400,15360,3840,5,7856874.384615,5,1,96,10,0.733333,0.180401,1000,76800,6000,1,
8483315.769231,4,1,51200,55.6944,118.815,1332083.076923,10240,5,2,5,0,0.20678,64,9360,1,50,750,120,8,360704.923077,4,20,1,0,6010,24000,8192,2048,5,8484633.000000,5,1,128,4,0.46875,0.206843,1000,40960,6000,1,
8178980.000000,4,1,76800,66.9861,107.178,893213.076923,15360,5,2,5,0,0.17191,64,13520,1,50,375,120,16,376915.384615,4,20,1,0,6010,48000,12288,3072,5,8170960.307692,5,1,128,6,0.625,0.171976,1000,61440,6000,1,
7906155.076923,4,1,102400,60.9746,86.7195,705216.153846,20480,5,2,5,0,0.188862,64,17680,1,50,250,120,24,423387.923077,4,20,1,0,6010,72000,16384,4096,5,7905634.769231,5,1,128,8,0.703125,0.188931,1000,81920,6000,1,
9055376.818182,4,1,15360,35.1499,135.976,2378778.727273,2560,5,2,5,0,0.327678,64,2448,1,272,1000,22,6,697041.454545,4,20,1,0,6012,3960,2560,512,6,9054022.909091,5,1,32,4,0.257812,0.327739,1000,12800,6000,1,
8583854.545455,4,1,23040,52.8307,131.207,1492317.454545,3840,5,2,5,0,0.217991,64,3536,1,272,428,22,14,479820.272727,4,20,1,0,6012,9240,3840,768,6,8585131.545455,5,1,32,6,0.401042,0.218055,1000,19200,6000,1,
8269798.818182,4,1,30720,60.5983,128.208,1261877.454545,5120,5,2,5,0,0.189021,64,4624,1,272,272,22,22,408190.636364,4,20,1,0,5996,14520,5120,1024,6,8273262.363636,5,1,32,8,0.472656,0.189092,1000,25600,5984,1,
8108631.636364,4,1,38400,64.9409,125.61,1108320.909091,6400,5,2,5,0,0.177322,64,5712,1,272,200,22,30,426745.909091,4,20,1,0,6012,19800,6400,1280,6,8111215.909091,5,1,32,10,0.515625,0.177392,1000,32000,6000,1,
7972149.090909,4,1,46080,68.2614,124.375,1023983.727273,7680,5,2,5,0,0.168698,64,6800,1,272,157,22,38,422493.454545,4,20,1,0,6012,25080,7680,1536,6,7972354.818182,5,1,32,12,0.544271,0.168763,1000,38400,6000,1,
8769131.000000,4,1,30720,41.6683,131.561,2038599.090909,5120,5,2,5,0,0.276416,64,4752,1,111,1000,54,6,467795.818182,4,20,1,0,6012,9720,5120,1024,6,8772179.545455,5,1,64,4,0.316406,0.276469,1000,25600,6000,1,
8255683.000000,4,1,46080,62.783,127.262,1263655.090909,7680,5,2,5,0,0.183421,64,6864,1,111,428,54,14,345232.090909,4,20,1,0,6012,22680,7680,1536,6,8253874.090909,5,1,64,6,0.492188,0.183489,1000,38400,6000,1,
8021765.727273,4,1,61440,70.9377,121.842,1017648.272727,10240,5,2,5,0,0.162326,64,8976,1,111,272,54,22,344189.000000,4,20,1,0,6012,35640,10240,2048,6,8023696.636364,5,1,64,8,0.580078,0.162396,1000,51200,6000,1,
7878172.909091,4,1,76800,69.7337,110.086,868763.000000,12800,5,2,5,0,0.165131,64,11088,1,111,200,54,30,384136.909091,4,20,1,0,6012,48600,12800,2560,6,7876979.818182,5,1,64,10,0.632812,0.1652,1000,64000,6000,1,
7773226.636364,4,1,92160,73.7657,109.697,764642.272727,15360,5,2,5,0,0.156101,64,13200,1,111,157,54,38,415538.363636,4,20,1,0,6012,61560,15360,3072,6,7775062.909091,5,1,64,12,0.667969,0.15617,1000,76800,6000,1,
8624925.272727,4,1,46080,43.6453,128.492,1897632.090909,7680,5,2,5,0,0.263883,64,7056,1,69,1000,86,6,439622.272727,4,20,1,0,6012,15480,7680,1536,6,8631978.909091,5,1,96,4,0.335938,0.263946,1000,38400,6000,1,
8075999.909091,4,1,69120,58.754,111.048,1118569.000000,11520,5,2,5,0,0.196008,64,10192,1,69,428,86,14,381070.454545,4,20,1,0,6012,36120,11520,2304,6,8074298.363636,5,1,96,6,0.522569,0.196072,1000,57600,6000,1,
7954035.909091,4,1,92160,68.9342,110.401,878358.363636,15360,5,2,5,0,0.167048,64,13328,1,69,272,86,22,392592.090909,4,20,1,0,6012,56760,15360,3072,6,7958718.000000,5,1,96,8,0.615885,0.167116,1000,76800,6000,1,
7830084.181818,4,1,115200,63.4941,93.4633,724808.727273,19200,5,2,5,0,0.181367,64,16464,1,69,200,86,30,443485.818182,4,20,1,0,6012,77400,19200,3840,6,7820586.727273,5,1,96,10,0.671875,0.181434,1000,96000,6000,1,
8586382.363636,4,1,61440,43.6785,124.241,1786010.272727,10240,5,2,5,0,0.263677,64,9360,1,50,1000,118,6,472569.636364,4,20,1,0,6012,21240,10240,2048,6,8587330.090909,5,1,128,4,0.345703,0.263745,1000,51200,6000,1,
8200388.636364,4,1,92160,61.1111,111.597,1036260.363636,15360,5,2,5,0,0.188445,64,13520,1,50,428,118,14,413295.000000,4,20,1,0,6012,49560,15360,3072,6,8200446.727273,5,1,128,6,0.53776,0.188509,1000,76800,6000,1,
7867027.181818,4,1,122880,60.4135,93.4824,777927.636364,20480,5,2,5,0,0.190624,64,17680,1,50,272,118,22,451006.000000,4,20,1,0,6012,77880,20480,4096,6,7866043.272727,5,1,128,8,0.633789,0.190686,1000,102400,6000,1,
9744650.000000,4,1,17920,21.4257,137.125,3923930.100000,2560,5,2,5,0,0.537611,64,2448,1,300,1500,20,4,1159557.600000,4,20,1,0,6014,2800,3072,512,7,9752158.400000,5,1,32,4,0.15625,0.537671,1000,15360,6000,1,
9407762.300000,4,1,26880,41.8507,133.922,1934450.100000,3840,5,2,5,0,0.275201,64,3536,1,300,500,20,12,607872.100000,4,20,1,0,6014,8400,4608,768,7,9412098.000000,5,1,32,6,0.3125,0.275264,1000,23040,6000,1,
8979575.000000,4,1,35840,51.1555,130.958,1535085.600000,5120,5,2,5,0,0.22513,64,4624,1,300,300,20,20,499564.800000,4,20,1,0,6014,14000,6144,1024,7,8982859.100000,5,1,32,8,0.390625,0.225196,1000,30720,6000,1,
8730868.400000,4,1,44800,56.1305,128.127,1338734.100000,6400,5,2,5,0,0.205167,64,5712,1,300,214,20,28,472797.200000,4,20,1,0,6014,19600,7680,1280,7,8730901.200000,5,1,32,10,0.4375,0.205236,1000,38400,6000,1,
8575500.500000,4,1,53760,59.7198,126.893,1213003.400000,7680,5,2,5,0,0.192833,64,6800,1,300,166,20,36,473629.700000,4,20,1,0,6014,25200,9216,1536,7,8578782.100000,5,1,32,12,0.46875,0.192901,1000,46080,6000,1,
9215356.100000,4,1,35840,27.4672,134.772,3133376.000000,5120,5,2,5,0,0.41935,64,4752,1,115,1500,52,4,761614.400000,4,20,1,0,6014,7280,6144,1024,7,9224661.600000,5,1,64,4,0.203125,0.419409,1000,30720,6000,1,
8813231.400000,4,1,53760,52.8189,129.582,1540392.700000,7680,5,2,5,0,0.21804,64,6864,1,115,500,52,12,406822.000000,4,20,1,0,6014,21840,9216,1536,7,8820924.100000,5,1,64,6,0.40625,0.218104,1000,46080,6000,1,
8455750.400000,4,1,71680,63.9957,125.602,1204703.600000,10240,5,2,5,0,0.179942,64,8976,1,115,300,52,20,354086.300000,4,20,1,0,6014,36400,12288,2048,7,8461638.900000,5,1,64,8,0.507812,0.180012,1000,61440,6000,1,
8240102.900000,4,1,89600,65.1665,114.044,1000153.000000,12800,5,2,5,0,0.176713,64,11088,1,115,214,52,28,389057.400000,4,20,1,0,6014,50960,15360,2560,7,8241130.900000,5,1,64,10,0.56875,0.176778,1000,76800,6000,1,
8113649.100000,4,1,107520,69.1148,112.589,883358.300000,15360,5,2,5,0,0.166612,64,13200,1,115,166,52,36,411080.400000,4,20,1,0,6014,65520,18432,3072,7,8113525.800000,5,1,64,12,0.609375,0.166679,1000,92160,6000,1,
9081840.900000,4,1,53760,28.7844,130.796,2931244.100000,7680,5,2,5,0,0.400156,64,7056,1,71,1500,84,4,674582.400000,4,20,1,0,6014,11760,9216,1536,7,9089231.700000,5,1,96,4,0.21875,0.400217,1000,46080,6000,1,
8629256.800000,4,1,80640,50.6027,114.969,1370004.900000,11520,5,2,5,0,0.227591,64,10192,1,71,500,84,12,433483.600000,4,20,1,0,6014,35280,13824,2304,7,8654651.300000,5,1,96,6,0.4375,0.227656,1000,69120,6000,1,
8337770.700000,4,1,107520,62.3313,113.293,1038400.200000,15360,5,2,5,0,0.184748,64,13328,1,71,300,84,20,406348.400000,4,20,1,0,6014,58800,18432,3072,7,8338923.500000,5,1,96,8,0.546875,0.184819,1000,92160,6000,1,
8146495.400000,4,1,134400,58.7766,95.5134,772887.800000,19200,5,2,5,0,0.195406,64,16464,1,71,214,84,28,513043.100000,4,20,1,0,6006,82320,23040,3840,7,8144694.100000,5,1,96,10,0.6125,0.195474,1000,115200,5992,1,
8922528.800000,4,1,71680,29.1362,126.801,2760914.300000,10240,5,2,5,0,0.395322,64,9360,1,51,1500,116,4,691958.500000,4,20,1,0,6014,16240,12288,2048,7,8931483.700000,5,1,128,4,0.226562,0.395384,1000,61440,6000,1,
8647303.300000,4,1,107520,52.5047,114.25,1264492.500000,15360,5,2,5,0,0.219338,64,13520,1,51,500,116,12,463082.700000,4,20,1,0,6014,48720,18432,3072,7,8640821.600000,5,1,128,6,0.453125,0.219409,1000,92160,6000,1,
8236315.000000,4,1,143360,55.8719,97.2619,893352.800000,20480,5,2,5,0,0.206125,64,17680,1,51,300,116,20,488483.000000,4,20,1,0,6014,81200,24576,4096,7,8239664.000000,5,1,128,8,0.566406,0.206186,1000,122880,6000,1,
7979170.750000,4,1,20480,10.1893,144.77,8840821.750000,2560,5,2,5,0,1.13053,64,2448,1,333,3000,18,2,2401532.875000,4,20,1,0,6016,1440,3584,512,8,8002221.250000,5,1,32,4,0.0703125,1.1306,1000,17920,6000,1,
9548631.875000,4,1,30720,32.9293,140.358,2629014.250000,3840,5,2,5,0,0.349776,64,3536,1,333,600,18,10,753793.125000,4,20,1,0,6016,7200,5376,768,8,9554616.375000,5,1,32,6,0.234375,0.349841,1000,26880,6000,1,
8973662.000000,4,1,40960,43.3222,136.919,1858717.375000,5120,5,2,5,0,0.265321,64,4624,1,333,333,18,18,644827.750000,4,20,1,0,6010,12960,7168,1024,8,8978378.000000,5,1,32,8,0.316406,0.265383,1000,35840,5994,1,
8618629.000000,4,1,51200,49.5286,134.876,1652529.250000,6400,5,2,5,0,0.232525,64,5712,1,333,230,18,26,510619.625000,4,20,1,0,6016,18720,8960,1280,8,8620967.500000,5,1,32,10,0.365625,0.232593,1000,44800,6000,1,
8444182.000000,4,1,61440,53.3662,133.448,1470479.625000,7680,5,2,5,0,0.215805,64,6800,1,333,176,18,34,513927.000000,4,20,1,0,6016,24480,10752,1536,8,8444916.625000,5,1,32,12,0.398438,0.215867,1000,53760,6000,1,
7553905.875000,4,1,40960,13.7152,140.444,6672954.500000,5120,5,2,5,0,0.839894,64,4752,1,120,3000,50,2,1444201.250000,4,20,1,0,6016,4000,7168,1024,8,7572396.000000,5,1,64,4,0.0976562,0.839944,1000,35840,6000,1,
9040661.375000,4,1,61440,44.1923,135.759,1949512.125000,7680,5,2,5,0,0.260616,64,6864,1,120,600,50,10,486598.125000,4,20,1,0,6016,20000,10752,1536,8,9045350.750000,5,1,64,6,0.325521,0.260679,1000,53760,6000,1,
8472208.750000,4,1,81920,57.9821,131.81,1410583.250000,10240,5,2,5,0,0.198615,64,8976,1,120,333,50,18,392554.250000,4,20,1,0,6016,36000,14336,2048,8,8474122.000000,5,1,64,8,0.439453,0.198682,1000,71680,6000,1,
8188131.750000,4,1,102400,61.4688,120.643,1132138.000000,12800,5,2,5,0,0.187345,64,11088,1,120,230,50,26,424498.625000,4,20,1,0,6016,52000,17920,2560,8,8193105.125000,5,1,64,10,0.507812,0.187412,1000,89600,6000,1,
8028487.250000,4,1,122880,65.7313,118.464,991452.500000,15360,5,2,5,0,0.175191,64,13200,1,120,176,50,34,437758.250000,4,20,1,0,6016,68000,21504,3072,8,8032943.750000,5,1,64,12,0.553385,0.175259,1000,107520,6000,1,
7543128.250000,4,1,61440,14.6085,136.501,6075521.250000,7680,5,2,5,0,0.788522,64,7056,1,73,3000,82,2,1328917.625000,4,20,1,0,6016,6560,10752,1536,8,7560220.625000,5,1,96,4,0.106771,0.788584,1000,53760,6000,1,
9024947.500000,4,1,92160,43.4584,121.823,1706568.750000,11520,5,2,5,0,0.265015,64,10192,1,73,600,82,10,515093.500000,4,20,1,0,6016,32800,16128,2304,8,9033902.875000,5,1,96,6,0.355903,0.265081,1000,80640,6000,1,
8434285.250000,4,1,122880,57.5784,119.439,1211910.500000,15360,5,2,5,0,0.200005,64,13328,1,73,333,82,18,433317.500000,4,20,1,0,6016,59040,21504,3072,8,8451565.500000,5,1,96,8,0.480469,0.200075,1000,107520,6000,1,
8186196.750000,4,1,153600,57.8833,103.665,906144.500000,19200,5,2,5,0,0.198963,64,16464,1,73,230,82,26,515309.000000,4,20,1,0,6016,85280,26880,3840,8,8190937.750000,5,1,96,10,0.555208,0.199021,1000,134400,6000,1,
7434118.500000,4,1,81920,14.8876,132.122,5703056.750000,10240,5,2,5,0,0.773742,64,9360,1,52,3000,114,2,1332296.625000,4,20,1,0,6016,9120,14336,2048,8,7450616.375000,5,1,128,4,0.111328,0.773799,1000,71680,6000,1,
8934872.125000,4,1,122880,45.1399,120.18,1580610.750000,15360,5,2,5,0,0.255144,64,13520,1,52,600,114,10,530682.500000,4,20,1,0,6016,45600,21504,3072,8,8938876.625000,5,1,128,6,0.371094,0.255207,1000,107520,6000,1,
8386964.375000,4,1,163840,52.8969,104.216,1017505.750000,20480,5,2,5,0,0.217714,64,17680,1,52,333,114,18,544529.000000,4,20,1,0,6016,82080,28672,4096,8,8385966.875000,5,1,128,8,0.500977,0.217782,1000,143360,6000,1,
7306263.437500,5,1,3200,32.048,31.9625,388932.203125,3200,5,2,5,0,0.3594,64,2992,1,187,300,32,20,400044.828125,4,20,1,0,6002,3200,0,640,1,7306230.359375,5,1,32,4,1,0.359461,1000,0,6000,1,
7684640.671875,5,1,4800,28.2447,28.1694,323524.468750,4800,5,2,5,0,0.407803,64,4352,1,187,200,32,30,461295.468750,4,20,1,0,6002,4800,0,960,1,7684345.531250,5,1,32,6,1,0.407864,1000,0,6000,1,
7782048.000000,5,1,6400,27.6664,27.5927,310012.734375,6400,5,2,5,0,0.41633,64,5712,1,187,150,32,40,474349.500000,4,20,1,0,6002,6400,0,1280,1,7788448.953125,5,1,32,8,1,0.416389,1000,0,6000,1,
7529627.968750,5,1,8000,27.5007,27.4274,314494.484375,8000,5,2,5,0,0.418829,64,7072,1,187,120,32,50,469750.406250,4,20,1,0,6002,8000,0,1600,1,7530112.437500,5,1,32,10,1,0.418898,1000,0,6000,1,
7922505.109375,5,1,9600,26.2348,26.1649,291152.687500,9600,5,2,5,0,0.43905,64,8432,1,187,100,32,60,495553.265625,4,20,1,0,6002,9600,0,1920,1,7921421.000000,5,1,32,12,1,0.439111,1000,0,6000,1,
7387858.562500,5,1,6400,30.1126,29.8717,377048.015625,6400,5,2,5,0,0.382495,64,5808,1,93,300,64,20,402878.140625,4,20,1,0,6002,6400,0,1280,1,7389085.609375,5,1,64,4,1,0.382564,1000,0,6000,1,
7450191.890625,5,1,9600,29.2967,29.0623,376925.281250,9600,5,2,5,0,0.39315,64,8448,1,93,200,64,30,415972.250000,4,20,1,0,6002,9600,0,1920,1,7450235.250000,5,1,64,6,1,0.393218,1000,0,6000,1,
7543085.359375,5,1,12800,28.3805,28.1535,343704.875000,12800,5,2,5,0,0.40585,64,11088,1,93,150,64,40,428220.937500,4,20,1,0,6002,12800,0,2560,1,7544433.109375,5,1,64,8,1,0.405912,1000,0,6000,1,
7380136.625000,5,1,16000,29.2352,29.0013,352291.875000,16000,5,2,5,0,0.393985,64,13728,1,93,120,64,50,395029.609375,4,20,1,0,6002,16000,0,3200,1,7373989.234375,5,1,64,10,1,0.394046,1000,0,6000,1,
7651110.859375,5,1,19200,28.0654,27.8409,331931.812500,19200,5,2,5,0,0.410405,64,16368,1,93,100,64,60,423614.453125,4,20,1,0,6002,19200,0,3840,1,7655995.031250,5,1,64,12,1,0.41047,1000,0,6000,1,
7328822.984375,5,1,9600,30.7355,30.4896,398582.515625,9600,5,2,5,0,0.374746,64,8624,1,62,300,96,20,385208.640625,4,20,1,0,6002,9600,0,1920,1,7323323.281250,5,1,96,4,1,0.374811,1000,0,6000,1,
7152450.359375,5,1,14400,32.7988,32.5364,534905.359375,14400,5,2,5,0,0.35117,64,12544,1,62,200,96,30,317161.937500,4,20,1,0,6002,14400,0,2880,1,7148040.265625,5,1,96,6,1,0.351232,1000,0,6000,1,
7431763.828125,5,1,19200,30.0408,29.8004,394402.890625,19200,5,2,5,0,0.38342,64,16464,1,62,150,96,40,376897.515625,4,20,1,0,6002,19200,0,3840,1,7435125.890625,5,1,96,8,1,0.383479,1000,0,6000,1,
7261045.328125,5,1,24000,28.9817,28.7499,416603.609375,24000,5,2,5,0,0.39743,64,20384,1,62,120,96,50,366633.593750,4,20,1,0,6002,24000,0,4800,1,7260905.343750,5,1,96,10,1,0.397492,1000,0,6000,1,
7205184.937500,5,1,12800,31.0998,30.5193,416679.921875,12800,5,2,5,0,0.370359,64,11440,1,46,300,128,20,362494.515625,4,20,1,0,6002,12800,0,2560,1,7220149.062500,5,1,128,4,1,0.37042,1000,0,6000,1,
7200799.812500,5,1,19200,32.4786,31.8724,467061.906250,19200,5,2,5,0,0.354634,64,16640,1,46,200,128,30,339736.937500,4,20,1,0,6002,19200,0,3840,1,7203394.625000,5,1,128,6,1,0.354695,1000,0,6000,1,
7169396.890625,5,1,25600,29.6418,29.0884,424053.890625,25600,5,2,5,0,0.388582,64,21840,1,46,150,128,40,349820.640625,4,20,1,0,6002,25600,0,5120,1,7170021.671875,5,1,128,8,1,0.388641,1000,0,6000,1,
7200000.062500,5,1,6400,57.9258,68.5842,500351.531250,3200,5,2,5,0,0.198808,64,2992,1,200,333,30,18,443368.406250,4,20,1,0,6004,5400,640,640,2,7201018.812500,5,1,32,4,0.84375,0.198875,1000,3200,6000,1,
7237536.625000,5,1,9600,46.4962,53.0677,372762.593750,4800,5,2,5,0,0.247702,64,4352,1,200,214,30,28,511272.718750,4,20,1,0,6004,8400,960,960,2,7240238.406250,5,1,32,6,0.875,0.247762,1000,4800,6000,1,
7218042.375000,5,1,12800,48.5574,54.2116,345841.468750,6400,5,2,5,0,0.237185,64,5712,1,200,157,30,38,527036.187500,4,20,1,0,6004,11400,1280,1280,2,7224319.437500,5,1,32,8,0.890625,0.237245,1000,6400,6000,1,
7168148.937500,5,1,16000,49.1929,54.6588,377793.343750,8000,5,2,5,0,0.23412,64,7072,1,200,125,30,48,490376.093750,4,20,1,0,6004,14400,1600,1600,2,7170945.156250,5,1,32,10,0.9,0.23418,1000,8000,6000,1,
7292468.250000,5,1,19200,45.471,49.9575,329175.093750,9600,5,2,5,0,0.25329,64,8432,1,200,103,30,58,530006.250000,4,20,1,0,6004,17400,1920,1920,2,7297741.093750,5,1,32,12,0.90625,0.253348,1000,9600,6000,1,
7047700.781250,5,1,12800,65.7654,74.7516,571052.187500,6400,5,2,5,0,0.175104,64,5808,1,96,333,62,18,331977.593750,4,20,1,0,6004,11160,1280,1280,2,7048230.125000,5,1,64,4,0.871875,0.175168,1000,6400,6000,1,
7086187.093750,5,1,19200,62.1074,68.0498,516271.562500,9600,5,2,5,0,0.185427,64,8448,1,96,214,62,28,349337.250000,4,20,1,0,6004,17360,1920,1920,2,7089197.750000,5,1,64,6,0.904167,0.185485,1000,9600,6000,1,
7100183.312500,5,1,25600,59.971,64.2761,487080.250000,12800,5,2,5,0,0.192033,64,11088,1,96,157,62,38,361389.781250,4,20,1,0,6004,23560,2560,2560,2,7101312.156250,5,1,64,8,0.920312,0.192093,1000,12800,6000,1,
7100058.968750,5,1,32000,63.7707,68.0221,496467.843750,16000,5,2,5,0,0.180587,64,13728,1,96,125,62,48,348584.562500,4,20,1,0,6004,29760,3200,3200,2,7101061.468750,5,1,64,10,0.93,0.180647,1000,16000,6000,1,
7124536.906250,5,1,38400,60.7332,64.0565,441559.312500,19200,5,2,5,0,0.189623,64,16368,1,96,103,62,58,393885.906250,4,20,1,0,6004,35960,3840,3840,2,7124929.812500,5,1,64,12,0.936458,0.189682,1000,19200,6000,1,
7003031.093750,5,1,19200,69.1065,77.3219,617697.718750,9600,5,2,5,0,0.166635,64,8624,1,63,333,94,18,271538.375000,4,20,1,0,6004,16920,1920,1920,2,7003903.031250,5,1,96,4,0.88125,0.166699,1000,9600,6000,1,
7042747.968750,5,1,28800,67.2591,72.5429,589026.093750,14400,5,2,5,0,0.171216,64,12544,1,63,214,94,28,266858.937500,4,20,1,0,6004,26320,2880,2880,2,7044043.375000,5,1,96,6,0.913889,0.171278,1000,14400,6000,1,
7054142.375000,5,1,38400,64.8576,68.4273,502636.656250,19200,5,2,5,0,0.177564,64,16464,1,63,157,94,38,334813.437500,4,20,1,0,6004,35720,3840,3840,2,7054766.156250,5,1,96,8,0.930208,0.17762,1000,19200,6000,1,
7206707.312500,5,1,48000,49.4775,51.9514,443555.093750,24000,5,2,5,0,0.232774,64,20384,1,63,125,94,48,387810.968750,4,20,1,0,6004,45120,4800,4800,2,7207931.656250,5,1,96,10,0.94,0.232833,1000,24000,6000,1,
7051536.718750,5,1,25600,69.5433,77.5539,630867.093750,12800,5,2,5,0,0.165257,64,11440,1,47,333,126,18,252434.468750,4,20,1,0,5998,22680,2560,2560,2,7052696.812500,5,1,128,4,0.885938,0.165321,1000,12800,5994,1,
7089334.375000,5,1,38400,67.5381,72.652,556010.156250,19200,5,2,5,0,0.170051,64,16640,1,47,214,126,28,295301.093750,4,20,1,0,5996,35280,3840,3840,2,7089755.406250,5,1,128,6,0.91875,0.170116,1000,19200,5992,1,
7174368.187500,5,1,51200,47.9453,50.3165,460264.468750,25600,5,2,5,0,0.240211,64,21840,1,47,157,126,38,368744.375000,4,20,1,0,6004,47880,5120,5120,2,7175232.250000,5,1,128,8,0.935156,0.240274,1000,25600,6000,1,
7831370.727273,5,1,9600,74.8061,106.723,744494.090909,3200,5,2,5,0,0.15393,64,2992,1,214,375,28,16,363088.636364,4,20,1,0,6006,6720,1280,640,3,7823525.318182,5,1,32,4,0.7,0.153998,1000,6400,6000,1,
7679561.590909,5,1,14400,77.6254,101.886,663918.181818,4800,5,2,5,0,0.148347,64,4352,1,214,230,28,26,378894.363636,4,20,1,0,6006,10920,1920,960,3,7679337.272727,5,1,32,6,0.758333,0.148405,1000,9600,6000,1,
7623523.500000,5,1,19200,78.6332,99.3197,626285.409091,6400,5,2,5,0,0.146439,64,5712,1,214,166,28,36,375956.227273,4,20,1,0,6006,15120,2560,1280,3,7625313.227273,5,1,32,8,0.7875,0.146503,1000,12800,6000,1,
