Total FP,Elements/Thread,num_fields,phase_limit,Device GFlop/s,Arithmetic Intensity,Global Loads/Block,phase3_shared_loads,Dimensions,Time Steps,Local Memory Size,Useful FP,num_sfu,EventElapsed,Max Work-Group Size,Padding,Shared Size,Num Blocks Z,Num Blocks X,Num Blocks Y,Device,data_size,Register Usage,phase4_global_stores,Actual GFlop/s,Padded Size,Max Blocks,Num Blocks (Shared),Shared Stores/Block,Global Stores/Block,Time Tile Size,Global Memory Size,phase2_global_loads,phase2_shared_loads,compute_per_point,Block Size Z,Block Size X,Block Size Y,Useful Ratio,Elapsed Time,ProfileTimerResolution,Shared Loads/Block,Real Size,num_fp,Problem Size,shared_stores,Max Compute Units,
903168,7,1,2,11.9175,1,14112,27,3,64,49152,903168,0,0.687455,1024,1,14080,28,21,4,Tesla C2050,4,20,1,11.9175,170,8,4,0,2016,1,2817720320,27,0,27,6,8,6,1,0.687524,1000,0,168,182,200,1,14,
1204224,7,1,2,12.1781,1,18816,27,3,64,49152,1204224,0,0.672754,1024,1,17600,21,21,4,Tesla C2050,4,22,1,12.1781,170,8,3,0,2688,1,2817720320,27,0,27,8,8,6,1,0.672812,1000,0,168,182,200,1,14,
401408,7,1,2,11.7788,1,6272,27,3,64,49152,401408,0,0.695566,1024,1,9280,84,21,3,Tesla C2050,4,20,1,11.7788,170,8,6,0,896,1,2817720320,27,0,27,2,8,8,1,0.695619,1000,0,168,182,200,1,14,
802816,7,1,2,11.7642,1,12544,27,3,64,49152,802816,0,0.696422,1024,1,13920,42,21,3,Tesla C2050,4,22,1,11.7642,170,8,4,0,1792,1,2817720320,27,0,27,4,8,8,1,0.696482,1000,0,168,182,200,1,14,
1204224,7,1,2,11.984,1,18816,27,3,64,49152,1204224,0,0.68365,1024,1,18560,28,21,3,Tesla C2050,4,20,1,11.984,170,8,3,0,2688,1,2817720320,27,0,27,6,8,8,1,0.683704,1000,0,168,182,200,1,14,
1605632,7,1,2,11.9021,1,25088,27,3,64,49152,1605632,0,0.688352,1024,1,23200,21,21,3,Tesla C2050,4,22,1,11.9021,170,8,3,0,3584,1,2817720320,27,0,27,8,8,8,1,0.688409,1000,0,168,182,200,1,14,
200704,7,1,2,22.0932,1,3136,27,3,64,49152,200704,0,0.109838,1024,1,4608,56,7,8,Tesla C2050,4,20,1,22.0932,114,8,11,0,448,1,2817720320,27,0,27,2,16,2,1,0.109885,1000,0,112,182,200,1,14,
401408,7,1,2,20.8719,1,6272,27,3,64,49152,401408,0,0.116261,1024,1,6912,28,7,8,Tesla C2050,4,22,1,20.8719,114,8,8,0,896,1,2817720320,27,0,27,4,16,2,1,0.116315,1000,0,112,182,200,1,14,
802816,7,1,2,20.6908,1,12544,27,3,64,49152,802816,0,0.117281,1024,1,11520,14,7,8,Tesla C2050,4,22,1,20.6908,114,8,5,0,1792,1,2817720320,27,0,27,8,16,2,1,0.117333,1000,0,112,182,200,1,14,
401408,7,1,2,20.0639,1,6272,27,3,64,49152,401408,0,0.120953,1024,1,8640,56,7,4,Tesla C2050,4,20,1,20.0639,114,8,6,0,896,1,2817720320,27,0,27,2,16,4,1,0.120999,1000,0,112,182,200,1,14,
802816,7,1,2,20.2334,1,12544,27,3,64,49152,802816,0,0.119937,1024,1,12960,28,7,4,Tesla C2050,4,22,1,20.2334,114,8,4,0,1792,1,2817720320,27,0,27,4,16,4,1,0.119986,1000,0,112,182,200,1,14,
1605632,7,1,2,21.2011,1,25088,27,3,64,49152,1605632,0,0.114459,1024,1,21600,14,7,4,Tesla C2050,4,22,1,21.2011,114,8,3,0,3584,1,2817720320,27,0,27,8,16,4,1,0.114509,1000,0,112,182,200,1,14,
802816,7,1,2,19.3966,1,12544,27,3,64,49152,802816,0,0.125114,1024,1,16704,56,7,2,Tesla C2050,4,20,1,19.3966,114,8,3,0,1792,1,2817720320,27,0,27,2,16,8,1,0.125162,1000,0,112,182,200,1,14,
1605632,7,1,2,20.7058,1,25088,27,3,64,49152,1605632,0,0.117195,1024,1,25056,28,7,2,Tesla C2050,4,22,1,20.7058,114,8,2,0,3584,1,2817720320,27,0,27,4,16,8,1,0.117248,1000,0,112,182,200,1,14,
3211264,7,1,2,20.5868,1,50176,27,3,64,49152,3211264,0,0.117875,1024,1,41760,14,7,2,Tesla C2050,4,22,1,20.5868,114,8,2,0,7168,1,2817720320,27,0,27,8,16,8,1,0.117926,1000,0,112,182,200,1,14,
301056,7,1,2,22.1627,1,4704,27,3,64,49152,301056,0,0.369634,1024,1,6656,84,7,12,Tesla C2050,4,20,1,22.1627,170,8,8,0,672,1,2817720320,27,0,27,2,24,2,1,0.3697,1000,0,168,182,200,1,14,
602112,7,1,2,21.5418,1,9408,27,3,64,49152,602112,0,0.380298,1024,1,9984,42,7,12,Tesla C2050,4,22,1,21.5418,170,8,5,0,1344,1,2817720320,27,0,27,4,24,2,1,0.380356,1000,0,168,182,200,1,14,
903168,7,1,2,21.8034,1,14112,27,3,64,49152,903168,0,0.375727,1024,1,13312,28,7,12,Tesla C2050,4,20,1,21.8034,170,8,4,0,2016,1,2817720320,27,0,27,6,24,2,1,0.375792,1000,0,168,182,200,1,14,
1204224,7,1,2,22.5642,1,18816,27,3,64,49152,1204224,0,0.363063,1024,1,16640,21,7,12,Tesla C2050,4,22,1,22.5642,170,8,3,0,2688,1,2817720320,27,0,27,8,24,2,1,0.363122,1000,0,168,182,200,1,14,
602112,7,1,2,20.4901,1,9408,27,3,64,49152,602112,0,0.399816,1024,1,12480,84,7,6,Tesla C2050,4,20,1,20.4901,170,8,4,0,1344,1,2817720320,27,0,27,2,24,4,1,0.399878,1000,0,168,182,200,1,14,
1204224,7,1,2,22.0202,1,18816,27,3,64,49152,1204224,0,0.372025,1024,1,18720,42,7,6,Tesla C2050,4,22,1,22.0202,170,8,3,0,2688,1,2817720320,27,0,27,4,24,4,1,0.372092,1000,0,168,182,200,1,14,
1806336,7,1,2,23.1506,1,28224,27,3,64,49152,1806336,0,0.35386,1024,1,24960,28,7,6,Tesla C2050,4,20,1,23.1506,170,8,2,0,4032,1,2817720320,27,0,27,6,24,4,1,0.353924,1000,0,168,182,200,1,14,
2408448,7,1,2,24.4273,1,37632,27,3,64,49152,2408448,0,0.335357,1024,1,31200,21,7,6,Tesla C2050,4,22,1,24.4273,170,8,2,0,5376,1,2817720320,27,0,27,8,24,4,1,0.335425,1000,0,168,182,200,1,14,
903168,7,1,2,20.3915,1,14112,27,3,64,49152,903168,0,0.401744,1024,1,18304,84,7,4,Tesla C2050,4,20,1,20.3915,170,8,3,0,2016,1,2817720320,27,0,27,2,24,6,1,0.401812,1000,0,168,182,200,1,14,
1806336,7,1,2,21.7113,1,28224,27,3,64,49152,1806336,0,0.377324,1024,1,27456,42,7,4,Tesla C2050,4,22,1,21.7113,170,8,2,0,4032,1,2817720320,27,0,27,4,24,6,1,0.377386,1000,0,168,182,200,1,14,
