Total FP,fb_subp1_read_sectors,Elements/Thread,num_fields,Total FP/Block,Actual GFlop/s,Device GFlop/s,l1_global_load_hit,Arithmetic Intensity,Global Loads/Block,phase3_shared_loads,Dimensions,Time Steps,Local Memory Size,Useful FP,EventElapsed,Max Work-Group Size,Padding,Shared Size,Num Blocks Z,Num Blocks X,Num Blocks Y,Real Per Block X,Real Per Block Y,l1_global_load_miss,data_size,Register Usage,phase4_global_stores,phase_limit,Padded Size,Max Blocks,Num Blocks (Shared),Useful FP/Block,Shared Stores/Block,Global Stores/Block,Time Tile Size,Global Memory Size,phase2_global_loads,phase2_shared_loads,compute_per_point,Block Size Z,Block Size X,Block Size Y,Useful Ratio,Elapsed Time,ProfileTimerResolution,Shared Loads/Block,fb_subp0_read_sectors,Real Size,Problem Size,shared_stores,Max Compute Units,
483328,14188595.859375,1,1,7552,207.194,206.642,901602.781250,8,896,7,2,64,49152,483328,0.656018,1024,1,816,1,187,1500,32,4,512889.312500,4,18,1,0,6002,8,31,7552,0,128,1,2817720320,7,0,59,1,32,4,1,0.65608,1000,0,14186546.375000,6000,6000,1,14,
724992,14211832.875000,1,1,11328,212.114,211.549,894022.375000,8,1344,7,2,64,49152,724992,0.640796,1024,1,1088,1,187,1000,32,6,532040.375000,4,18,1,0,6002,8,23,11328,0,192,1,2817720320,7,0,59,1,32,6,1,0.640862,1000,0,14219048.296875,6000,6000,1,14,
966656,14117297.390625,1,1,15104,216.738,216.16,871725.015625,8,1792,7,2,64,49152,966656,0.627129,1024,1,1360,1,187,750,32,8,544224.140625,4,18,1,0,6002,8,19,15104,0,256,1,2817720320,7,0,59,1,32,8,1,0.62719,1000,0,14122837.828125,6000,6000,1,14,
1208320,14105681.031250,1,1,18880,215.664,215.089,885556.531250,8,2240,7,2,64,49152,1208320,0.630256,1024,1,1632,1,187,600,32,10,539702.562500,4,18,1,0,6002,8,16,18880,0,320,1,2817720320,7,0,59,1,32,10,1,0.630314,1000,0,14108083.250000,6000,6000,1,14,
1449984,14079262.265625,1,1,22656,215.099,214.525,882258.453125,8,2688,7,2,64,49152,1449984,0.631907,1024,1,1904,1,187,500,32,12,541854.484375,4,18,1,0,6002,8,13,22656,0,384,1,2817720320,7,0,59,1,32,12,1,0.63197,1000,0,14081826.578125,6000,6000,1,14,
966656,14103338.625000,1,1,15104,183.912,182.441,992851.687500,8,1792,7,2,64,49152,966656,0.739059,1024,1,1584,1,93,1500,64,4,421805.875000,4,18,1,0,6002,8,16,15104,0,256,1,2817720320,7,0,59,1,64,4,1,0.739136,1000,0,14104712.359375,6000,6000,1,14,
1449984,14007552.421875,1,1,22656,205.432,203.789,1002769.015625,8,2688,7,2,64,49152,1449984,0.66165,1024,1,2112,1,93,1000,64,6,412406.671875,4,18,1,0,6002,8,12,22656,0,384,1,2817720320,7,0,59,1,64,6,1,0.661707,1000,0,14010846.687500,6000,6000,1,14,
1933312,13899496.984375,1,1,30208,212.529,210.829,1003121.375000,8,3584,7,2,64,49152,1933312,0.639537,1024,1,2640,1,93,750,64,8,412471.015625,4,18,1,0,6002,8,10,30208,0,512,1,2817720320,7,0,59,1,64,8,1,0.639611,1000,0,13900376.578125,6000,6000,1,14,
2416640,14043870.406250,1,1,37760,205.396,203.752,1006577.328125,8,4480,7,2,64,49152,2416640,0.661765,1024,1,3168,1,93,600,64,10,406890.218750,4,18,1,0,6002,8,8,37760,0,640,1,2817720320,7,0,59,1,64,10,1,0.661825,1000,0,14044825.031250,6000,6000,1,14,
2899968,14053847.140625,1,1,45312,204.732,203.094,995078.312500,8,5376,7,2,64,49152,2899968,0.663912,1024,1,3696,1,93,500,64,12,418395.750000,4,18,1,0,6002,8,7,45312,0,768,1,2817720320,7,0,59,1,64,12,1,0.663971,1000,0,14055251.015625,6000,6000,1,14,
1449984,13866642.890625,1,1,22656,207.687,206.025,1032673.234375,8,2688,7,2,64,49152,1449984,0.65446,1024,1,2352,1,62,1500,96,4,383725.234375,4,18,1,0,6002,8,11,22656,0,384,1,2817720320,7,0,59,1,96,4,1,0.654525,1000,0,13867570.500000,6000,6000,1,14,
2174976,13900139.531250,1,1,33984,208.516,206.848,1038969.734375,8,4032,7,2,64,49152,2174976,0.651862,1024,1,3136,1,62,1000,96,6,377050.968750,4,18,1,0,6002,8,8,33984,0,576,1,2817720320,7,0,59,1,96,6,1,0.65192,1000,0,13901188.812500,6000,6000,1,14,
2899968,13962928.375000,1,1,45312,205.389,203.746,1034313.421875,8,5376,7,2,64,49152,2899968,0.661779,1024,1,3920,1,62,750,96,8,380544.640625,4,18,1,0,6002,8,7,45312,0,768,1,2817720320,7,0,59,1,96,8,1,0.661845,1000,0,13964024.890625,6000,6000,1,14,
3624960,14095434.656250,1,1,56640,164.112,162.8,1052447.171875,8,6720,7,2,64,49152,3624960,0.828249,1024,1,4704,1,62,600,96,10,362526.234375,4,18,1,0,6002,8,6,56640,0,960,1,2817720320,7,0,59,1,96,10,1,0.82831,1000,0,14098217.734375,6000,6000,1,14,
1933312,13630924.890625,1,1,30208,220.956,216.831,1033479.500000,8,3584,7,2,64,49152,1933312,0.615158,1024,1,3120,1,46,1500,128,4,366818.437500,4,18,1,0,6002,8,8,30208,0,512,1,2817720320,7,0,59,1,128,4,1,0.615219,1000,0,13632545.781250,6000,6000,1,14,
2899968,13844214.421875,1,1,45312,208.645,204.751,1040642.578125,8,5376,7,2,64,49152,2899968,0.651442,1024,1,4160,1,46,1000,128,6,359250.937500,4,18,1,0,6002,8,6,45312,0,768,1,2817720320,7,0,59,1,128,6,1,0.651517,1000,0,13845517.437500,6000,6000,1,14,
3866624,13916782.531250,1,1,60416,164.596,161.523,1058511.140625,8,7168,7,2,64,49152,3866624,0.825812,1024,1,5200,1,46,750,128,8,341344.687500,4,18,1,0,6002,8,5,60416,0,1024,1,2817720320,7,0,59,1,128,8,1,0.825877,1000,0,13919839.328125,6000,6000,1,14,
483328,15014693.281250,1,1,15104,134.837,287.653,1856187.937500,8,896,7,2,64,49152,226560,1.0081,1024,2,816,1,200,3000,30,2,1188303.625000,4,19,1,0,6004,8,31,7080,128,128,2,2817720320,7,0,59,1,32,4,0.46875,1.00815,1000,896,15015067.281250,6000,6000,1,14,
724992,15701032.750000,1,1,22656,170.898,273.437,1421561.312500,8,1344,7,2,64,49152,453120,0.795358,1024,2,1088,1,200,1500,30,4,860575.312500,4,19,1,0,6004,8,23,14160,192,192,2,2817720320,7,0,59,1,32,6,0.625,0.795421,1000,1344,15709398.750000,6000,6000,1,14,
966656,15395645.468750,1,1,30208,190.578,271.044,1278560.781250,8,1792,7,2,64,49152,679680,0.713225,1024,2,1360,1,200,1000,30,6,750092.593750,4,19,1,0,6004,8,19,21240,256,256,2,2817720320,7,0,59,1,32,8,0.703125,0.713283,1000,1792,15401975.531250,6000,6000,1,14,
1208320,15130237.968750,1,1,37760,194.585,259.447,1216180.906250,8,2240,7,2,64,49152,906240,0.698528,1024,2,1632,1,200,750,30,8,685170.718750,4,19,1,0,6004,8,16,28320,320,320,2,2817720320,7,0,59,1,32,10,0.75,0.698594,1000,2240,15136451.718750,6000,6000,1,14,
1449984,14884100.968750,1,1,45312,194.212,248.592,1165701.000000,8,2688,7,2,64,49152,1132800,0.69987,1024,2,1904,1,200,600,30,10,660670.031250,4,19,1,0,6004,8,13,35400,384,384,2,2817720320,7,0,59,1,32,12,0.78125,0.699935,1000,2688,14890951.906250,6000,6000,1,14,
966656,15015312.281250,1,1,30208,132.72,271.81,2050482.156250,8,1792,7,2,64,49152,468224,1.02418,1024,2,1584,1,96,3000,62,2,871865.500000,4,19,1,0,6004,8,16,14632,256,256,2,2817720320,7,0,59,1,64,4,0.484375,1.02423,1000,1792,15026915.250000,6000,6000,1,14,
1449984,15625462.093750,1,1,45312,165.924,254.859,1557374.375000,8,2688,7,2,64,49152,936448,0.819214,1024,2,2112,1,96,1500,62,4,632492.750000,4,19,1,0,6004,8,12,29264,384,384,2,2817720320,7,0,59,1,64,6,0.645833,0.819267,1000,2688,15632567.812500,6000,6000,1,14,
1933312,15289487.031250,1,1,60416,180.97,247.085,1405642.968750,8,3584,7,2,64,49152,1404672,0.751079,1024,2,2640,1,96,1000,62,6,542318.531250,4,19,1,0,6004,8,10,43896,512,512,2,2817720320,7,0,59,1,64,8,0.726562,0.751151,1000,3584,15295189.593750,6000,6000,1,14,
2416640,15028398.656250,1,1,75520,200.989,257.266,1319003.281250,8,4480,7,2,64,49152,1872896,0.676278,1024,2,3168,1,96,750,62,8,506927.312500,4,19,1,0,6004,8,8,58528,640,640,2,2817720320,7,0,59,1,64,10,0.775,0.676336,1000,4480,15033342.375000,6000,6000,1,14,
2899968,14871426.531250,1,1,90624,207.787,255.329,1265703.218750,8,5376,7,2,64,49152,2341120,0.65415,1024,2,3696,1,96,600,62,10,487056.750000,4,19,1,0,6004,8,7,73160,768,768,2,2817720320,7,0,59,1,64,12,0.807292,0.654207,1000,5376,14878447.125000,6000,6000,1,14,
1449984,14870275.906250,1,1,45312,126.902,255.834,2116065.625000,8,2688,7,2,64,49152,709888,1.07114,1024,2,2352,1,63,3000,94,2,760255.937500,4,19,1,0,6004,8,11,22184,384,384,2,2817720320,7,0,59,1,96,4,0.489583,1.07119,1000,2688,14883773.687500,6000,6000,1,14,
2174976,15512590.562500,1,1,67968,172.084,260.19,1595719.031250,8,4032,7,2,64,49152,1419776,0.789882,1024,2,3136,1,63,1500,94,4,561145.500000,4,19,1,0,6004,8,8,44368,576,576,2,2817720320,7,0,59,1,96,6,0.652778,0.789942,1000,4032,15520734.125000,6000,6000,1,14,
2899968,15241011.968750,1,1,90624,191.723,257.675,1426972.218750,8,5376,7,2,64,49152,2129664,0.708964,1024,2,3920,1,63,1000,94,6,490259.656250,4,19,1,0,6004,8,7,66552,768,768,2,2817720320,7,0,59,1,96,8,0.734375,0.709024,1000,5376,15247371.250000,6000,6000,1,14,
3624960,14981807.937500,1,1,113280,163,205.381,1339845.812500,8,6720,7,2,64,49152,2839552,0.833904,1024,2,4704,1,63,750,94,8,457248.593750,4,19,1,0,6004,8,6,88736,960,960,2,2817720320,7,0,59,1,96,10,0.783333,0.833961,1000,6720,14987438.781250,6000,6000,1,14,
1933312,14909523.218750,1,1,60416,129.104,258.897,2143883.187500,8,3584,7,2,64,49152,951552,1.05286,1024,2,3120,1,47,3000,126,2,716414.218750,4,19,1,0,6004,8,8,29736,512,512,2,2817720320,7,0,59,1,128,4,0.492188,1.05292,1000,3584,14921732.125000,6000,6000,1,14,
2899968,15565213.156250,1,1,90624,173.414,260.814,1613225.906250,8,5376,7,2,64,49152,1903104,0.783824,1024,2,4160,1,47,1500,126,4,531853.250000,4,19,1,0,6004,8,6,59472,768,768,2,2817720320,7,0,59,1,128,6,0.65625,0.783883,1000,5376,15573558.500000,6000,6000,1,14,
3866624,15205549.187500,1,1,120832,154.722,206.846,1444909.875000,8,7168,7,2,64,49152,2854656,0.878525,1024,2,5200,1,47,1000,126,6,461987.375000,4,19,1,0,6004,8,5,89208,1024,1024,2,2817720320,7,0,59,1,128,8,0.738281,0.878583,1000,7168,15214796.437500,6000,6000,1,14,
724992,17765492.454545,1,1,33984,88.7989,304.047,3060593.727273,8,1344,7,2,64,49152,211456,1.53078,1024,3,1088,1,214,3000,28,2,1823891.181818,4,19,1,0,6006,8,23,9912,384,192,3,2817720320,7,0,59,1,32,6,0.291667,1.53083,1000,2688,17789041.454545,6000,6000,1,14,
966656,17857275.500000,1,1,45312,129.418,295.418,2061605.090909,8,1792,7,2,64,49152,422912,1.05032,1024,3,1360,1,214,1500,28,4,1194394.227273,4,19,1,0,6006,8,19,19824,512,256,3,2817720320,7,0,59,1,32,8,0.4375,1.05036,1000,3584,17871522.590909,6000,6000,1,14,
1208320,17163559.909091,1,1,56640,154.055,293.047,1734958.409091,8,2240,7,2,64,49152,634368,0.882324,1024,3,1632,1,214,1000,28,6,979468.590909,4,19,1,0,6006,8,16,29736,640,320,3,2817720320,7,0,59,1,32,10,0.525,0.882387,1000,4480,17174909.090909,6000,6000,1,14,
1449984,16641707.363636,1,1,67968,161.044,275.708,1559241.590909,8,2688,7,2,64,49152,845824,0.844034,1024,3,1904,1,214,750,28,8,882995.636364,4,19,1,0,6006,8,13,39648,768,384,3,2817720320,7,0,59,1,32,12,0.583333,0.844091,1000,5376,16653155.863636,6000,6000,1,14,
1449984,17561831.227273,1,1,67968,87.0308,278.499,3278273.000000,8,2688,7,2,64,49152,453120,1.56189,1024,3,2112,1,100,3000,60,2,1286639.136364,4,19,1,0,6006,8,12,21240,768,384,3,2817720320,7,0,59,1,64,6,0.3125,1.56193,1000,5376,17585386.863636,6000,6000,1,14,
1933312,17628959.909091,1,1,90624,127.207,271.374,2195764.045455,8,3584,7,2,64,49152,906240,1.06858,1024,3,2640,1,100,1500,60,4,847019.181818,4,19,1,0,6006,8,10,42480,1024,512,3,2817720320,7,0,59,1,64,8,0.46875,1.06862,1000,7168,17645561.272727,6000,6000,1,14,
2416640,16908104.363636,1,1,113280,153.546,272.971,1833778.227273,8,4480,7,2,64,49152,1359360,0.885254,1024,3,3168,1,100,1000,60,6,701843.636364,4,19,1,0,6006,8,8,63720,1280,640,3,2817720320,7,0,59,1,64,10,0.5625,0.885309,1000,8960,16921780.863636,6000,6000,1,14,
2899968,16454403.454545,1,1,135936,171.611,274.578,1648398.136364,8,5376,7,2,64,49152,1812480,0.792057,1024,3,3696,1,100,750,60,8,633580.227273,4,19,1,0,6006,8,7,84960,1536,768,3,2817720320,7,0,59,1,64,12,0.625,0.792116,1000,10752,16465557.909091,6000,6000,1,14,
2174976,17450938.636364,1,1,101952,88.228,275.271,3318933.681818,8,4032,7,2,64,49152,694784,1.54068,1024,3,3136,1,65,3000,92,2,1131615.818182,4,19,1,0,6006,8,8,32568,1152,576,3,2817720320,7,0,59,1,96,6,0.319444,1.54074,1000,8064,17475589.363636,6000,6000,1,14,
2899968,17490573.363636,1,1,135936,133.507,277.694,2211896.318182,8,5376,7,2,64,49152,1389568,1.01815,1024,3,3920,1,65,1500,92,4,755622.136364,4,19,1,0,6006,8,7,65136,1536,768,3,2817720320,7,0,59,1,96,8,0.479167,1.0182,1000,10752,17504624.545455,6000,6000,1,14,
3624960,16818781.363636,1,1,169920,132.097,228.969,1841007.909091,8,6720,7,2,64,49152,2084352,1.029,1024,3,4704,1,65,1000,92,6,631997.181818,4,19,1,0,6006,8,6,97704,1920,960,3,2817720320,7,0,59,1,96,10,0.575,1.02906,1000,13440,16834116.090909,6000,6000,1,14,
2899968,17319576.636364,1,1,135936,91.2418,280.295,3307207.227273,8,5376,7,2,64,49152,936448,1.4898,1024,3,4160,1,48,3000,124,2,1075086.090909,4,19,1,0,6006,8,6,43896,1536,768,3,2817720320,7,0,59,1,128,6,0.322917,1.48984,1000,10752,17345647.227273,6000,6000,1,14,
3866624,17300354.727273,1,1,181248,112.758,230.929,2213305.181818,8,7168,7,2,64,49152,1872896,1.20551,1024,3,5200,1,48,1500,124,4,708402.636364,4,19,1,0,6006,8,5,87792,2048,1024,3,2817720320,7,0,59,1,128,8,0.484375,1.20555,1000,14336,17318476.727273,6000,6000,1,14,
966656,20218253.750000,1,1,60416,63.7446,312.774,4445660.312500,8,1792,7,2,64,49152,196352,2.13246,1024,4,1360,1,230,3000,26,2,2553005.375000,4,19,1,0,6008,8,19,12272,768,256,4,2817720320,7,0,59,1,32,8,0.203125,2.13251,1000,5376,20259378.750000,6000,6000,1,14,
1208320,19141833.000000,1,1,75520,101.17,310.255,2793476.062500,8,2240,7,2,64,49152,392704,1.34359,1024,4,1632,1,230,1500,26,4,1581292.375000,4,19,1,0,6008,8,16,24544,960,320,4,2817720320,7,0,59,1,32,10,0.325,1.34364,1000,6720,19166844.000000,6000,6000,1,14,
1449984,18009731.937500,1,1,90624,123.82,303.771,2235864.812500,8,2688,7,2,64,49152,589056,1.09781,1024,4,1904,1,230,1000,26,6,1263569.500000,4,19,1,0,6008,8,13,36816,1152,384,4,2817720320,7,0,59,1,32,12,0.40625,1.09786,1000,8064,18029422.750000,6000,6000,1,14,
1933312,20218955.750000,1,1,120832,65.4002,287.412,4526506.562500,8,3584,7,2,64,49152,438016,2.07849,1024,4,2640,1,103,3000,58,2,1742795.375000,4,19,1,0,6008,8,10,27376,1536,512,4,2817720320,7,0,59,1,64,8,0.226562,2.07853,1000,10752,20259748.750000,6000,6000,1,14,
2416640,19101680.312500,1,1,151040,103.308,283.753,2828047.437500,8,4480,7,2,64,49152,876032,1.31579,1024,4,3168,1,103,1500,58,4,1090649.312500,4,19,1,0,6008,8,8,54752,1920,640,4,2817720320,7,0,59,1,64,10,0.3625,1.31583,1000,13440,19125535.250000,6000,6000,1,14,
2899968,17983603.812500,1,1,181248,129.54,284.644,2249162.437500,8,5376,7,2,64,49152,1314048,1.04932,1024,4,3696,1,103,1000,58,6,885421.937500,4,19,1,0,6008,8,7,82128,2304,768,4,2817720320,7,0,59,1,64,12,0.453125,1.04937,1000,16128,18001431.375000,6000,6000,1,14,
2899968,20071344.750000,1,1,181248,67.8306,286.516,4476517.437500,8,5376,7,2,64,49152,679680,2.00401,1024,4,3920,1,66,3000,90,2,1548277.062500,4,19,1,0,6008,8,7,42480,2304,768,4,2817720320,7,0,59,1,96,8,0.234375,2.00405,1000,16128,0,6000,6000,1,14,
3624960,18940523.062500,1,1,226560,93.356,246.46,2798370.312500,8,6720,7,2,64,49152,1359360,1.45606,1024,4,4704,1,66,1500,90,4,967745.750000,4,19,1,0,6008,8,6,84960,2880,960,4,2817720320,7,0,59,1,96,10,0.375,1.4561,1000,20160,18969924.937500,6000,6000,1,14,
3866624,20172586.250000,1,1,241664,59.5546,249.017,4508568.500000,8,7168,7,2,64,49152,921344,2.28251,1024,4,5200,1,49,3000,122,2,1453553.875000,4,19,1,0,6008,8,5,57584,3072,1024,4,2817720320,7,0,59,1,128,8,0.238281,2.28255,1000,21504,20214621.000000,6000,6000,1,14,
1208320,24325385.461538,1,1,94400,47.3035,315.356,6091129.615385,8,2240,7,2,64,49152,181248,2.87366,1024,5,1632,1,250,3000,24,2,3417900.230769,4,19,1,0,6010,8,16,14160,1280,320,5,2817720320,7,0,59,1,32,10,0.15,2.8737,1000,8960,24391317.307692,6000,6000,1,14,
1449984,21661006.923077,1,1,113280,78.082,312.328,3658769.384615,8,2688,7,2,64,49152,362496,1.7409,1024,5,1904,1,250,1500,24,4,2046780.461538,4,19,1,0,6010,8,13,28320,1536,384,5,2817720320,7,0,59,1,32,12,0.25,1.74094,1000,10752,21700416.230769,6000,6000,1,14,
2416640,23903816.230769,1,1,188800,50.8247,290.039,5896084.461538,8,4480,7,2,64,49152,422912,2.67457,1024,5,3168,1,107,3000,56,2,2243875.230769,4,19,1,0,6010,8,8,33040,2560,640,5,2817720320,7,0,59,1,64,10,0.175,2.67461,1000,17920,23967273.230769,6000,6000,1,14,
2899968,21258599.846154,1,1,226560,84.5799,289.601,3532217.076923,8,5376,7,2,64,49152,845824,1.60715,1024,5,3696,1,107,1500,56,4,1352104.000000,4,19,1,0,6010,8,7,66080,3072,768,5,2817720320,7,0,59,1,64,12,0.291667,1.60719,1000,21504,21295898.615385,6000,6000,1,14,
3624960,23712058.769231,1,1,283200,47.1675,256.591,5776923.615385,8,6720,7,2,64,49152,664576,2.88196,1024,5,4704,1,68,3000,88,2,1982470.384615,4,19,1,0,6010,8,6,51920,3840,960,5,2817720320,7,0,59,1,96,10,0.183333,2.88199,1000,26880,23779373.615385,6000,6000,1,14,
1449984,27695189.181818,1,1,135936,36.4618,317.363,7808796.454545,8,2688,7,2,64,49152,166144,3.72816,1024,6,1904,1,272,3000,22,2,4607641.090909,4,19,1,0,6012,8,13,15576,1920,384,6,2817720320,7,0,59,1,32,12,0.114583,3.72818,1000,13440,27794516.727273,6000,6000,1,14,
2899968,27430124.000000,1,1,271872,41.3906,294.039,7181179.909091,8,5376,7,2,64,49152,407808,3.2842,1024,6,3696,1,111,3000,54,2,2951383.909091,4,19,1,0,6012,8,7,38232,3840,768,6,2817720320,7,0,59,1,64,12,0.140625,3.28422,1000,26880,27515936.272727,6000,6000,1,14,
966656,14098643.203125,2,1,15104,220.093,219.506,721210.203125,8,1792,7,2,64,49152,966656,0.617568,1024,1,1360,1,187,750,32,8,735014.781250,4,20,1,0,6002,8,19,15104,0,256,1,2817720320,7,0,59,1,32,4,1,0.61763,1000,0,14101098.703125,6000,6000,1,14,
1449984,14142718.437500,2,1,22656,220.341,219.753,616879.562500,8,2688,7,2,64,49152,1449984,0.616867,1024,1,1904,1,187,500,32,12,800670.937500,4,20,1,0,6002,8,13,22656,0,384,1,2817720320,7,0,59,1,32,6,1,0.616935,1000,0,14145656.359375,6000,6000,1,14,
1933312,14156627.843750,2,1,30208,224.452,223.854,592725.812500,8,3584,7,2,64,49152,1933312,0.605564,1024,1,2448,1,187,375,32,16,837095.031250,4,20,1,0,6002,8,11,30208,0,512,1,2817720320,7,0,59,1,32,8,1,0.605635,1000,0,14160512.250000,6000,6000,1,14,
2416640,14068733.359375,2,1,37760,227.056,226.451,613208.765625,8,4480,7,2,64,49152,2416640,0.598627,1024,1,2992,1,187,300,32,20,810792.078125,4,20,1,0,6002,8,9,37760,0,640,1,2817720320,7,0,59,1,32,10,1,0.598689,1000,0,14071307.078125,6000,6000,1,14,
2899968,14108325.343750,2,1,45312,226.049,225.446,584062.000000,8,5376,7,2,64,49152,2899968,0.601284,1024,1,3536,1,187,250,32,24,839275.140625,4,20,1,0,6002,8,7,45312,0,768,1,2817720320,7,0,59,1,32,12,1,0.601357,1000,0,14111339.890625,6000,6000,1,14,
1933312,13791328.484375,2,1,30208,243.336,241.389,789100.546875,8,3584,7,2,64,49152,1933312,0.558568,1024,1,2640,1,93,750,64,8,626146.203125,4,20,1,0,6002,8,10,30208,0,512,1,2817720320,7,0,59,1,64,4,1,0.558635,1000,0,13792495.671875,6000,6000,1,14,
2899968,13803725.546875,2,1,45312,240.818,238.891,779624.359375,8,5376,7,2,64,49152,2899968,0.564417,1024,1,3696,1,93,500,64,12,635514.359375,4,20,1,0,6002,8,7,45312,0,768,1,2817720320,7,0,59,1,64,6,1,0.564476,1000,0,13804248.218750,6000,6000,1,14,
3866624,13837302.546875,2,1,60416,235.82,233.933,765345.875000,8,7168,7,2,64,49152,3866624,0.576377,1024,1,4752,1,93,375,64,16,647989.187500,4,20,1,0,6002,8,6,60416,0,1024,1,2817720320,7,0,59,1,64,8,1,0.576441,1000,0,13838063.078125,6000,6000,1,14,
4833280,13846165.328125,2,1,75520,230.252,228.41,793848.484375,8,8960,7,2,64,49152,4833280,0.59032,1024,1,5808,1,93,300,64,20,620084.125000,4,20,1,0,6002,8,5,75520,0,1280,1,2817720320,7,0,59,1,64,10,1,0.59038,1000,0,13846988.218750,6000,6000,1,14,
5799936,13899888.703125,2,1,90624,227.603,225.782,774969.750000,8,10752,7,2,64,49152,5799936,0.59719,1024,1,6864,1,93,250,64,24,639429.500000,4,20,1,0,6002,8,4,90624,0,1536,1,2817720320,7,0,59,1,64,12,1,0.59725,1000,0,13900484.703125,6000,6000,1,14,
2899968,13702166.515625,2,1,45312,243.821,241.871,849174.921875,8,5376,7,2,64,49152,2899968,0.557461,1024,1,3920,1,62,750,96,8,568373.156250,4,20,1,0,6002,8,7,45312,0,768,1,2817720320,7,0,59,1,96,4,1,0.557523,1000,0,13702753.796875,6000,6000,1,14,
4349952,13734330.609375,2,1,67968,235.18,233.299,903776.015625,8,8064,7,2,64,49152,4349952,0.57794,1024,1,5488,1,62,500,96,12,511315.468750,4,20,1,0,6002,8,5,67968,0,1152,1,2817720320,7,0,59,1,96,6,1,0.578008,1000,0,13735091.812500,6000,6000,1,14,
5799936,13810805.406250,2,1,90624,231.155,229.306,858057.484375,8,10752,7,2,64,49152,5799936,0.588004,1024,1,7056,1,62,375,96,16,557356.609375,4,20,1,0,6002,8,4,90624,0,1536,1,2817720320,7,0,59,1,96,8,1,0.588073,1000,0,13811644.468750,6000,6000,1,14,
7249920,13904327.875000,2,1,113280,184.874,183.395,852945.546875,8,13440,7,2,64,49152,7249920,0.735234,1024,1,8624,1,62,300,96,20,559312.671875,4,20,1,0,6002,8,3,113280,0,1920,1,2817720320,7,0,59,1,96,10,1,0.735291,1000,0,13906720.796875,6000,6000,1,14,
3866624,13543949.531250,2,1,60416,243.94,239.387,869631.140625,8,7168,7,2,64,49152,3866624,0.55718,1024,1,5200,1,46,750,128,8,530996.671875,4,20,1,0,6002,8,5,60416,0,1024,1,2817720320,7,0,59,1,128,4,1,0.557251,1000,0,13545397.281250,6000,6000,1,14,
5799936,13625601.812500,2,1,90624,236.968,232.545,884790.953125,8,10752,7,2,64,49152,5799936,0.573589,1024,1,7280,1,46,500,128,12,515460.484375,4,20,1,0,6002,8,4,90624,0,1536,1,2817720320,7,0,59,1,128,6,1,0.573647,1000,0,13626526.875000,6000,6000,1,14,
7733248,13760539.578125,2,1,120832,190.142,186.593,875926.812500,8,14336,7,2,64,49152,7733248,0.714856,1024,1,9360,1,46,375,128,16,523245.671875,4,20,1,0,6002,8,3,120832,0,2048,1,2817720320,7,0,59,1,128,8,1,0.714917,1000,0,13760600.562500,6000,6000,1,14,
966656,15306849.375000,2,1,30208,232.211,330.255,1198154.437500,8,1792,7,2,64,49152,679680,0.585327,1024,2,1360,1,200,1000,30,6,787713.312500,4,25,1,0,6004,8,19,21240,256,256,2,2817720320,7,0,59,1,32,4,0.703125,0.585399,1000,1792,15308112.062500,6000,6000,1,14,
1449984,14882163.906250,2,1,45312,247.764,317.137,1103941.593750,8,2688,7,2,64,49152,1132800,0.548588,1024,2,1904,1,200,600,30,10,721264.156250,4,25,1,0,6004,8,13,35400,384,384,2,2817720320,7,0,59,1,32,6,0.78125,0.548652,1000,2688,14887451.968750,6000,6000,1,14,
1933312,14601274.125000,2,1,60416,258.226,314.371,1002116.250000,8,3584,7,2,64,49152,1585920,0.52636,1024,2,2448,1,200,428,30,14,734232.781250,4,25,1,0,6004,8,11,49560,512,512,2,2817720320,7,0,59,1,32,8,0.820312,0.526422,1000,3584,14605250.843750,6000,6000,1,14,
2416640,14448239.312500,2,1,75520,262.701,311.038,964669.093750,8,4480,7,2,64,49152,2039040,0.517396,1024,2,2992,1,200,333,30,18,723742.718750,4,25,1,0,6004,8,9,63720,640,640,2,2817720320,7,0,59,1,32,10,0.84375,0.517455,1000,4480,14451881.531250,6000,6000,1,14,
2899968,14335282.187500,2,1,90624,267.483,310.423,896334.406250,8,5376,7,2,64,49152,2492160,0.508143,1024,2,3536,1,200,272,30,22,758275.531250,4,25,1,0,6004,8,7,77880,768,768,2,2817720320,7,0,59,1,32,12,0.859375,0.508205,1000,5376,14338222.062500,6000,6000,1,14,
1933312,15229735.156250,2,1,60416,228.176,311.536,1361332.562500,8,3584,7,2,64,49152,1404672,0.59569,1024,2,2640,1,96,1000,62,6,586095.031250,4,25,1,0,6004,8,10,43896,512,512,2,2817720320,7,0,59,1,64,4,0.726562,0.595751,1000,3584,15234073.875000,6000,6000,1,14,
2899968,14790312.125000,2,1,90624,247.765,304.454,1224426.062500,8,5376,7,2,64,49152,2341120,0.548588,1024,2,3696,1,96,600,62,10,528294.750000,4,25,1,0,6004,8,7,73160,768,768,2,2817720320,7,0,59,1,64,6,0.807292,0.548649,1000,5376,14794155.125000,6000,6000,1,14,
3866624,14436214.437500,2,1,120832,252.511,295.116,1133587.437500,8,7168,7,2,64,49152,3277568,0.538268,1024,2,4752,1,96,428,62,14,533316.125000,4,25,1,0,6004,8,6,102424,1024,1024,2,2817720320,7,0,59,1,64,8,0.847656,0.538337,1000,7168,14440916.062500,6000,6000,1,14,
