Total FP,Elements/Thread,num_fields,Total FP/Block,Actual GFlop/s,Device GFlop/s,Arithmetic Intensity,Global Loads/Block,phase3_shared_loads,Dimensions,Time Steps,Local Memory Size,Useful FP,num_sfu,EventElapsed,Max Work-Group Size,Padding,Shared Size,Num Blocks Z,Num Blocks X,Num Blocks Y,Device,Real Per Block X,Real Per Block Y,data_size,Register Usage,phase4_global_stores,phase_limit,Padded Size,Max Blocks,Num Blocks (Shared),Useful FP/Block,Shared Stores/Block,Global Stores/Block,Time Tile Size,Global Memory Size,phase2_global_loads,phase2_shared_loads,compute_per_point,Block Size Z,Block Size X,Block Size Y,Useful Ratio,Elapsed Time,ProfileTimerResolution,Shared Loads/Block,Real Size,num_fp,Problem Size,shared_stores,Max Compute Units,
2174976,1,1,33984,491.462,487.53,8,4032,7,2,64,49152,2174976,5,0.276523,1024,1,3136,1,62,1000,Tesla C2050,96,6,4,16,1,3,6002,8,8,33984,0,576,1,2817720320,7,0,59,1,96,6,1,0.276595,1000,0,6000,51,6000,1,14,
2899968,1,1,45312,560.305,555.822,8,5376,7,2,64,49152,2899968,5,0.242533,1024,1,3920,1,62,750,Tesla C2050,96,8,4,16,1,3,6002,8,7,45312,0,768,1,2817720320,7,0,59,1,96,8,1,0.242611,1000,0,6000,51,6000,1,14,
3624960,1,1,56640,328.983,326.352,8,6720,7,2,64,49152,3624960,5,0.413133,1024,1,4704,1,62,600,Tesla C2050,96,10,4,16,1,3,6002,8,6,56640,0,960,1,2817720320,7,0,59,1,96,10,1,0.4132,1000,0,6000,51,6000,1,14,
1933312,1,1,30208,668.624,656.143,8,3584,7,2,64,49152,1933312,5,0.203232,1024,1,3120,1,46,1500,Tesla C2050,128,4,4,16,1,3,6002,8,8,30208,0,512,1,2817720320,7,0,59,1,128,4,1,0.203307,1000,0,6000,51,6000,1,14,
2899968,1,1,45312,571.164,560.503,8,5376,7,2,64,49152,2899968,5,0.237931,1024,1,4160,1,46,1000,Tesla C2050,128,6,4,16,1,3,6002,8,6,45312,0,768,1,2817720320,7,0,59,1,128,6,1,0.237998,1000,0,6000,51,6000,1,14,
3866624,1,1,60416,349.818,343.288,8,7168,7,2,64,49152,3866624,5,0.38853,1024,1,5200,1,46,750,Tesla C2050,128,8,4,16,1,3,6002,8,5,60416,0,1024,1,2817720320,7,0,59,1,128,8,1,0.388591,1000,0,6000,51,6000,1,14,
483328,1,1,15104,212.807,453.988,8,896,7,2,64,49152,226560,10,0.638707,1024,2,816,1,200,3000,Tesla C2050,30,2,4,18,1,3,6004,8,31,7080,128,128,2,2817720320,7,0,59,1,32,4,0.46875,0.638777,1000,896,6000,102,6000,1,14,
724992,1,1,22656,283.525,453.641,8,1344,7,2,64,49152,453120,10,0.47938,1024,2,1088,1,200,1500,Tesla C2050,30,4,4,18,1,3,6004,8,23,14160,192,192,2,2817720320,7,0,59,1,32,6,0.625,0.479449,1000,1344,6000,102,6000,1,14,
966656,1,1,30208,319.218,453.999,8,1792,7,2,64,49152,679680,10,0.425771,1024,2,1360,1,200,1000,Tesla C2050,30,6,4,18,1,3,6004,8,19,21240,256,256,2,2817720320,7,0,59,1,32,8,0.703125,0.425841,1000,1792,6000,102,6000,1,14,
1208320,1,1,37760,340.329,453.772,8,2240,7,2,64,49152,906240,10,0.399356,1024,2,1632,1,200,750,Tesla C2050,30,8,4,18,1,3,6004,8,16,28320,320,320,2,2817720320,7,0,59,1,32,10,0.75,0.399425,1000,2240,6000,102,6000,1,14,
1449984,1,1,45312,354.988,454.385,8,2688,7,2,64,49152,1132800,10,0.382863,1024,2,1904,1,200,600,Tesla C2050,30,10,4,18,1,3,6004,8,13,35400,384,384,2,2817720320,7,0,59,1,32,12,0.78125,0.382931,1000,2688,6000,102,6000,1,14,
966656,1,1,30208,222.125,454.912,8,1792,7,2,64,49152,468224,10,0.611917,1024,2,1584,1,96,3000,Tesla C2050,62,2,4,18,1,3,6004,8,16,14632,256,256,2,2817720320,7,0,59,1,64,4,0.484375,0.61198,1000,1792,6000,102,6000,1,14,
1449984,1,1,45312,295.527,453.93,8,2688,7,2,64,49152,936448,10,0.459919,1024,2,2112,1,96,1500,Tesla C2050,62,4,4,18,1,3,6004,8,12,29264,384,384,2,2817720320,7,0,59,1,64,6,0.645833,0.459978,1000,2688,6000,102,6000,1,14,
1933312,1,1,60416,331.503,452.612,8,3584,7,2,64,49152,1404672,10,0.409995,1024,2,2640,1,96,1000,Tesla C2050,62,6,4,18,1,3,6004,8,10,43896,512,512,2,2817720320,7,0,59,1,64,8,0.726562,0.41006,1000,3584,6000,102,6000,1,14,
2416640,1,1,75520,345.64,442.419,8,4480,7,2,64,49152,1872896,10,0.393217,1024,2,3168,1,96,750,Tesla C2050,62,8,4,18,1,3,6004,8,8,58528,640,640,2,2817720320,7,0,59,1,64,10,0.775,0.393288,1000,4480,6000,102,6000,1,14,
2899968,1,1,90624,360.048,442.428,8,5376,7,2,64,49152,2341120,10,0.377483,1024,2,3696,1,96,600,Tesla C2050,62,10,4,18,1,3,6004,8,7,73160,768,768,2,2817720320,7,0,59,1,64,12,0.807292,0.377549,1000,5376,6000,102,6000,1,14,
1449984,1,1,45312,225.233,454.07,8,2688,7,2,64,49152,709888,10,0.603472,1024,2,2352,1,63,3000,Tesla C2050,94,2,4,18,1,3,6004,8,11,22184,384,384,2,2817720320,7,0,59,1,96,4,0.489583,0.603534,1000,2688,6000,102,6000,1,14,
2174976,1,1,67968,293.44,443.682,8,4032,7,2,64,49152,1419776,10,0.463182,1024,2,3136,1,63,1500,Tesla C2050,94,4,4,18,1,3,6004,8,8,44368,576,576,2,2817720320,7,0,59,1,96,6,0.652778,0.463249,1000,4032,6000,102,6000,1,14,
2899968,1,1,90624,329.979,443.492,8,5376,7,2,64,49152,2129664,10,0.411883,1024,2,3920,1,63,1000,Tesla C2050,94,6,4,18,1,3,6004,8,7,66552,768,768,2,2817720320,7,0,59,1,96,8,0.734375,0.411953,1000,5376,6000,102,6000,1,14,
3624960,1,1,113280,289.081,364.242,8,6720,7,2,64,49152,2839552,10,0.470173,1024,2,4704,1,63,750,Tesla C2050,94,8,4,18,1,3,6004,8,6,88736,960,960,2,2817720320,7,0,59,1,96,10,0.783333,0.470235,1000,6720,6000,102,6000,1,14,
1933312,1,1,60416,225.7,452.604,8,3584,7,2,64,49152,951552,10,0.602228,1024,2,3120,1,47,3000,Tesla C2050,126,2,4,18,1,3,6004,8,8,29736,512,512,2,2817720320,7,0,59,1,128,4,0.492188,0.602286,1000,3584,6000,102,6000,1,14,
2899968,1,1,90624,295.017,443.706,8,5376,7,2,64,49152,1903104,10,0.460701,1024,2,4160,1,47,1500,Tesla C2050,126,4,4,18,1,3,6004,8,6,59472,768,768,2,2817720320,7,0,59,1,128,6,0.65625,0.460773,1000,5376,6000,102,6000,1,14,
3866624,1,1,120832,276.096,369.11,8,7168,7,2,64,49152,2854656,10,0.492289,1024,2,5200,1,47,1000,Tesla C2050,126,6,4,18,1,3,6004,8,5,89208,1024,1024,2,2817720320,7,0,59,1,128,8,0.738281,0.49235,1000,7168,6000,102,6000,1,14,
724992,1,1,33984,121.625,416.444,8,1344,7,2,64,49152,211456,10,1.11762,1024,3,1088,1,214,3000,Tesla C2050,28,2,4,18,1,3,6006,8,23,9912,384,192,3,2817720320,7,0,59,1,32,6,0.291667,1.11767,1000,2688,6000,102,6000,1,14,
966656,1,1,45312,182.654,416.938,8,1792,7,2,64,49152,422912,10,0.744171,1024,3,1360,1,214,1500,Tesla C2050,28,4,4,18,1,3,6006,8,19,19824,512,256,3,2817720320,7,0,59,1,32,8,0.4375,0.744228,1000,3584,6000,102,6000,1,14,
1208320,1,1,56640,217.127,413.024,8,2240,7,2,64,49152,634368,10,0.626,1024,3,1632,1,214,1000,Tesla C2050,28,6,4,18,1,3,6006,8,16,29736,640,320,3,2817720320,7,0,59,1,32,10,0.525,0.626067,1000,4480,6000,102,6000,1,14,
1449984,1,1,67968,240.078,411.014,8,2688,7,2,64,49152,845824,10,0.56615,1024,3,1904,1,214,750,Tesla C2050,28,8,4,18,1,3,6006,8,13,39648,768,384,3,2817720320,7,0,59,1,32,12,0.583333,0.566215,1000,5376,6000,102,6000,1,14,
1449984,1,1,67968,128.639,411.645,8,2688,7,2,64,49152,453120,10,1.05667,1024,3,2112,1,100,3000,Tesla C2050,60,2,4,18,1,3,6006,8,12,21240,768,384,3,2817720320,7,0,59,1,64,6,0.3125,1.05673,1000,5376,6000,102,6000,1,14,
1933312,1,1,90624,190.281,405.933,8,3584,7,2,64,49152,906240,10,0.714322,1024,3,2640,1,100,1500,Tesla C2050,60,4,4,18,1,3,6006,8,10,42480,1024,512,3,2817720320,7,0,59,1,64,8,0.46875,0.714396,1000,7168,6000,102,6000,1,14,
2416640,1,1,113280,220.176,391.424,8,4480,7,2,64,49152,1359360,10,0.617337,1024,3,3168,1,100,1000,Tesla C2050,60,6,4,18,1,3,6006,8,8,63720,1280,640,3,2817720320,7,0,59,1,64,10,0.5625,0.617397,1000,8960,6000,102,6000,1,14,
2899968,1,1,135936,245.155,392.249,8,5376,7,2,64,49152,1812480,10,0.55442,1024,3,3696,1,100,750,Tesla C2050,60,8,4,18,1,3,6006,8,7,84960,1536,768,3,2817720320,7,0,59,1,64,12,0.625,0.554489,1000,10752,6000,102,6000,1,14,
2174976,1,1,101952,126.018,393.176,8,4032,7,2,64,49152,694784,10,1.07866,1024,3,3136,1,65,3000,Tesla C2050,92,2,4,18,1,3,6006,8,8,32568,1152,576,3,2817720320,7,0,59,1,96,6,0.319444,1.0787,1000,8064,6000,102,6000,1,14,
2899968,1,1,135936,189.11,393.349,8,5376,7,2,64,49152,1389568,10,0.71875,1024,3,3920,1,65,1500,Tesla C2050,92,4,4,18,1,3,6006,8,7,65136,1536,768,3,2817720320,7,0,59,1,96,8,0.479167,0.71882,1000,10752,6000,102,6000,1,14,
3624960,1,1,169920,196.72,340.981,8,6720,7,2,64,49152,2084352,10,0.690953,1024,3,4704,1,65,1000,Tesla C2050,92,6,4,18,1,3,6006,8,6,97704,1920,960,3,2817720320,7,0,59,1,96,10,0.575,0.691014,1000,13440,6000,102,6000,1,14,
2899968,1,1,135936,128.489,394.717,8,5376,7,2,64,49152,936448,10,1.05791,1024,3,4160,1,48,3000,Tesla C2050,124,2,4,18,1,3,6006,8,6,43896,1536,768,3,2817720320,7,0,59,1,128,6,0.322917,1.05796,1000,10752,6000,102,6000,1,14,
3866624,1,1,181248,168.265,344.606,8,7168,7,2,64,49152,1872896,10,0.807811,1024,3,5200,1,48,1500,Tesla C2050,124,4,4,18,1,3,6006,8,5,87792,2048,1024,3,2817720320,7,0,59,1,128,8,0.484375,0.80787,1000,14336,6000,102,6000,1,14,
966656,1,1,60416,80.8481,396.695,8,1792,7,2,64,49152,196352,10,1.68133,1024,4,1360,1,230,3000,Tesla C2050,26,2,4,18,1,3,6008,8,19,12272,768,256,4,2817720320,7,0,59,1,32,8,0.203125,1.68138,1000,5376,6000,102,6000,1,14,
1208320,1,1,75520,127.731,391.707,8,2240,7,2,64,49152,392704,10,1.06418,1024,4,1632,1,230,1500,Tesla C2050,26,4,4,18,1,3,6008,8,16,24544,960,320,4,2817720320,7,0,59,1,32,10,0.325,1.06424,1000,6720,6000,102,6000,1,14,
1449984,1,1,90624,158.777,389.532,8,2688,7,2,64,49152,589056,10,0.856084,1024,4,1904,1,230,1000,Tesla C2050,26,6,4,18,1,3,6008,8,13,36816,1152,384,4,2817720320,7,0,59,1,32,12,0.40625,0.856146,1000,8064,6000,102,6000,1,14,
1933312,1,1,120832,86.3918,379.663,8,3584,7,2,64,49152,438016,10,1.57344,1024,4,2640,1,103,3000,Tesla C2050,58,2,4,18,1,3,6008,8,10,27376,1536,512,4,2817720320,7,0,59,1,64,8,0.226562,1.57348,1000,10752,6000,102,6000,1,14,
2416640,1,1,151040,134.251,368.742,8,4480,7,2,64,49152,876032,10,1.0125,1024,4,3168,1,103,1500,Tesla C2050,58,4,4,18,1,3,6008,8,8,54752,1920,640,4,2817720320,7,0,59,1,64,10,0.3625,1.01255,1000,13440,6000,102,6000,1,14,
2899968,1,1,181248,167.661,368.408,8,5376,7,2,64,49152,1314048,10,0.810714,1024,4,3696,1,103,1000,Tesla C2050,58,6,4,18,1,3,6008,8,7,82128,2304,768,4,2817720320,7,0,59,1,64,12,0.453125,0.810778,1000,16128,6000,102,6000,1,14,
2899968,1,1,181248,87.6571,370.264,8,5376,7,2,64,49152,679680,10,1.55073,1024,4,3920,1,66,3000,Tesla C2050,90,2,4,18,1,3,6008,8,7,42480,2304,768,4,2817720320,7,0,59,1,96,8,0.234375,1.55077,1000,16128,6000,102,6000,1,14,
3624960,1,1,226560,125.245,330.646,8,6720,7,2,64,49152,1359360,10,1.0853,1024,4,4704,1,66,1500,Tesla C2050,90,4,4,18,1,3,6008,8,6,84960,2880,960,4,2817720320,7,0,59,1,96,10,0.375,1.08536,1000,20160,6000,102,6000,1,14,
3866624,1,1,241664,79.8585,333.915,8,7168,7,2,64,49152,921344,10,1.70217,1024,4,5200,1,49,3000,Tesla C2050,122,2,4,18,1,3,6008,8,5,57584,3072,1024,4,2817720320,7,0,59,1,128,8,0.238281,1.70221,1000,21504,6000,102,6000,1,14,
1208320,1,1,94400,57.1854,381.236,8,2240,7,2,64,49152,181248,10,2.37708,1024,5,1632,1,250,3000,Tesla C2050,24,2,4,18,1,3,6010,8,16,14160,1280,320,5,2817720320,7,0,59,1,32,10,0.15,2.37711,1000,8960,6000,102,6000,1,14,
1449984,1,1,113280,94.7059,378.824,8,2688,7,2,64,49152,362496,10,1.4353,1024,5,1904,1,250,1500,Tesla C2050,24,4,4,18,1,3,6010,8,13,28320,1536,384,5,2817720320,7,0,59,1,32,12,0.25,1.43535,1000,10752,6000,102,6000,1,14,
2416640,1,1,188800,62.4615,356.447,8,4480,7,2,64,49152,422912,10,2.17628,1024,5,3168,1,107,3000,Tesla C2050,56,2,4,18,1,3,6010,8,8,33040,2560,640,5,2817720320,7,0,59,1,64,10,0.175,2.17632,1000,17920,6000,102,6000,1,14,
2899968,1,1,226560,104.277,357.046,8,5376,7,2,64,49152,845824,10,1.30355,1024,5,3696,1,107,1500,Tesla C2050,56,4,4,18,1,3,6010,8,7,66080,3072,768,5,2817720320,7,0,59,1,64,12,0.291667,1.3036,1000,21504,6000,102,6000,1,14,
3624960,1,1,283200,59.754,325.061,8,6720,7,2,64,49152,664576,10,2.2749,1024,5,4704,1,68,3000,Tesla C2050,88,2,4,18,1,3,6010,8,6,51920,3840,960,5,2817720320,7,0,59,1,96,10,0.183333,2.27493,1000,26880,6000,102,6000,1,14,
1449984,1,1,135936,42.6961,371.627,8,2688,7,2,64,49152,166144,10,3.18378,1024,6,1904,1,272,3000,Tesla C2050,22,2,4,18,1,3,6012,8,13,15576,1920,384,6,2817720320,7,0,59,1,32,12,0.114583,3.1838,1000,13440,6000,102,6000,1,14,
2899968,1,1,271872,49.1856,349.414,8,5376,7,2,64,49152,407808,10,2.76371,1024,6,3696,1,111,3000,Tesla C2050,54,2,4,18,1,3,6012,8,7,38232,3840,768,6,2817720320,7,0,59,1,64,12,0.140625,2.76374,1000,26880,6000,102,6000,1,14,
966656,2,1,15104,622.826,621.165,8,1792,7,2,64,49152,966656,10,0.218182,1024,1,1360,1,187,750,Tesla C2050,32,8,4,22,1,3,6002,8,19,15104,0,256,1,2817720320,7,0,59,1,32,4,1,0.218257,1000,0,6000,102,6000,1,14,
1449984,2,1,22656,632.281,630.595,8,2688,7,2,64,49152,1449984,10,0.214919,1024,1,1904,1,187,500,Tesla C2050,32,12,4,22,1,3,6002,8,13,22656,0,384,1,2817720320,7,0,59,1,32,6,1,0.214993,1000,0,6000,102,6000,1,14,
1933312,2,1,30208,587.801,586.233,8,3584,7,2,64,49152,1933312,10,0.231193,1024,1,2448,1,187,375,Tesla C2050,32,16,4,22,1,3,6002,8,11,30208,0,512,1,2817720320,7,0,59,1,32,8,1,0.231262,1000,0,6000,102,6000,1,14,
2416640,2,1,37760,568.15,566.635,8,4480,7,2,64,49152,2416640,10,0.23919,1024,1,2992,1,187,300,Tesla C2050,32,20,4,22,1,3,6002,8,9,37760,0,640,1,2817720320,7,0,59,1,32,10,1,0.239261,1000,0,6000,102,6000,1,14,
2899968,2,1,45312,519.305,517.921,8,5376,7,2,64,49152,2899968,10,0.261698,1024,1,3536,1,187,250,Tesla C2050,32,24,4,22,1,3,6002,8,7,45312,0,768,1,2817720320,7,0,59,1,32,12,1,0.261765,1000,0,6000,102,6000,1,14,
1933312,2,1,30208,621.263,616.292,8,3584,7,2,64,49152,1933312,10,0.218735,1024,1,2640,1,93,750,Tesla C2050,64,8,4,22,1,3,6002,8,10,30208,0,512,1,2817720320,7,0,59,1,64,4,1,0.218806,1000,0,6000,102,6000,1,14,
2899968,2,1,45312,569.769,565.211,8,5376,7,2,64,49152,2899968,10,0.238507,1024,1,3696,1,93,500,Tesla C2050,64,12,4,22,1,3,6002,8,7,45312,0,768,1,2817720320,7,0,59,1,64,6,1,0.238581,1000,0,6000,102,6000,1,14,
3866624,2,1,60416,545.991,541.623,8,7168,7,2,64,49152,3866624,10,0.248896,1024,1,4752,1,93,375,Tesla C2050,64,16,4,22,1,3,6002,8,6,60416,0,1024,1,2817720320,7,0,59,1,64,8,1,0.248971,1000,0,6000,102,6000,1,14,
4833280,2,1,75520,583.95,579.279,8,8960,7,2,64,49152,4833280,10,0.232724,1024,1,5808,1,93,300,Tesla C2050,64,20,4,22,1,3,6002,8,5,75520,0,1280,1,2817720320,7,0,59,1,64,10,1,0.232787,1000,0,6000,102,6000,1,14,
5799936,2,1,90624,412.881,409.578,8,10752,7,2,64,49152,5799936,10,0.329166,1024,1,6864,1,93,250,Tesla C2050,64,24,4,22,1,3,6002,8,4,90624,0,1536,1,2817720320,7,0,59,1,64,12,1,0.329238,1000,0,6000,102,6000,1,14,
2899968,2,1,45312,594.492,589.737,8,5376,7,2,64,49152,2899968,10,0.228593,1024,1,3920,1,62,750,Tesla C2050,96,8,4,22,1,3,6002,8,7,45312,0,768,1,2817720320,7,0,59,1,96,4,1,0.228659,1000,0,6000,102,6000,1,14,
4349952,2,1,67968,582.142,577.485,8,8064,7,2,64,49152,4349952,10,0.233432,1024,1,5488,1,62,500,Tesla C2050,96,12,4,22,1,3,6002,8,5,67968,0,1152,1,2817720320,7,0,59,1,96,6,1,0.23351,1000,0,6000,102,6000,1,14,
5799936,2,1,90624,420.713,417.347,8,10752,7,2,64,49152,5799936,10,0.323044,1024,1,7056,1,62,375,Tesla C2050,96,16,4,22,1,3,6002,8,4,90624,0,1536,1,2817720320,7,0,59,1,96,8,1,0.323109,1000,0,6000,102,6000,1,14,
7249920,2,1,113280,443.139,439.594,8,13440,7,2,64,49152,7249920,10,0.306692,1024,1,8624,1,62,300,Tesla C2050,96,20,4,22,1,3,6002,8,3,113280,0,1920,1,2817720320,7,0,59,1,96,10,1,0.306757,1000,0,6000,102,6000,1,14,
3866624,2,1,60416,546.52,536.318,8,7168,7,2,64,49152,3866624,10,0.248659,1024,1,5200,1,46,750,Tesla C2050,128,8,4,22,1,3,6002,8,5,60416,0,1024,1,2817720320,7,0,59,1,128,4,1,0.24873,1000,0,6000,102,6000,1,14,
5799936,2,1,90624,433.04,424.957,8,10752,7,2,64,49152,5799936,10,0.313847,1024,1,7280,1,46,500,Tesla C2050,128,12,4,22,1,3,6002,8,4,90624,0,1536,1,2817720320,7,0,59,1,128,6,1,0.313911,1000,0,6000,102,6000,1,14,
7733248,2,1,120832,457.945,449.397,8,14336,7,2,64,49152,7733248,10,0.296775,1024,1,9360,1,46,375,Tesla C2050,128,16,4,22,1,3,6002,8,3,120832,0,2048,1,2817720320,7,0,59,1,128,8,1,0.296839,1000,0,6000,102,6000,1,14,
966656,2,1,30208,399.09,567.594,8,1792,7,2,64,49152,679680,20,0.340547,1024,2,1360,1,200,1000,Tesla C2050,30,6,4,24,1,3,6004,8,19,21240,256,256,2,2817720320,7,0,59,1,32,4,0.703125,0.340615,1000,1792,6000,204,6000,1,14,
1449984,2,1,45312,443.275,567.392,8,2688,7,2,64,49152,1132800,20,0.306595,1024,2,1904,1,200,600,Tesla C2050,30,10,4,24,1,3,6004,8,13,35400,384,384,2,2817720320,7,0,59,1,32,6,0.78125,0.306663,1000,2688,6000,204,6000,1,14,
1933312,2,1,60416,466.149,567.5,8,3584,7,2,64,49152,1585920,20,0.291557,1024,2,2448,1,200,428,Tesla C2050,30,14,4,24,1,3,6004,8,11,49560,512,512,2,2817720320,7,0,59,1,32,8,0.820312,0.291615,1000,3584,6000,204,6000,1,14,
2416640,2,1,75520,479.33,567.526,8,4480,7,2,64,49152,2039040,20,0.283531,1024,2,2992,1,200,333,Tesla C2050,30,18,4,24,1,3,6004,8,9,63720,640,640,2,2817720320,7,0,59,1,32,10,0.84375,0.283596,1000,4480,6000,204,6000,1,14,
2899968,2,1,90624,488.383,566.784,8,5376,7,2,64,49152,2492160,20,0.278273,1024,2,3536,1,200,272,Tesla C2050,30,22,4,24,1,3,6004,8,7,77880,768,768,2,2817720320,7,0,59,1,32,12,0.859375,0.278339,1000,5376,6000,204,6000,1,14,
1933312,2,1,60416,415.912,567.859,8,3584,7,2,64,49152,1404672,20,0.326775,1024,2,2640,1,96,1000,Tesla C2050,62,6,4,24,1,3,6004,8,10,43896,512,512,2,2817720320,7,0,59,1,64,4,0.726562,0.326838,1000,3584,6000,204,6000,1,14,
2899968,2,1,90624,462.003,567.709,8,5376,7,2,64,49152,2341120,20,0.294169,1024,2,3696,1,96,600,Tesla C2050,62,10,4,24,1,3,6004,8,7,73160,768,768,2,2817720320,7,0,59,1,64,6,0.807292,0.294232,1000,5376,6000,204,6000,1,14,
3866624,2,1,120832,471.702,551.29,8,7168,7,2,64,49152,3277568,20,0.288119,1024,2,4752,1,96,428,Tesla C2050,62,14,4,24,1,3,6004,8,6,102424,1024,1024,2,2817720320,7,0,59,1,64,8,0.847656,0.288182,1000,7168,6000,204,6000,1,14,
4833280,2,1,151040,486.851,553.374,8,8960,7,2,64,49152,4214016,20,0.27915,1024,2,5808,1,96,333,Tesla C2050,62,18,4,24,1,3,6004,8,5,131688,1280,1280,2,2817720320,7,0,59,1,64,10,0.871875,0.279215,1000,8960,6000,204,6000,1,14,
5799936,2,1,181248,410.314,457.135,8,10752,7,2,64,49152,5150464,20,0.331235,1024,2,6864,1,96,272,Tesla C2050,62,22,4,24,1,3,6004,8,4,160952,1536,1536,2,2817720320,7,0,59,1,64,12,0.888021,0.331298,1000,10752,6000,204,6000,1,14,
2899968,2,1,90624,422.48,567.813,8,5376,7,2,64,49152,2129664,20,0.321699,1024,2,3920,1,63,1000,Tesla C2050,94,6,4,24,1,3,6004,8,7,66552,768,768,2,2817720320,7,0,59,1,96,4,0.734375,0.321757,1000,5376,6000,204,6000,1,14,
4349952,2,1,135936,459.563,555.887,8,8064,7,2,64,49152,3549440,20,0.295732,1024,2,5488,1,63,600,Tesla C2050,94,10,4,24,1,3,6004,8,5,110920,1152,1152,2,2817720320,7,0,59,1,96,6,0.815972,0.295794,1000,8064,6000,204,6000,1,14,
5799936,2,1,181248,399.531,459.646,8,10752,7,2,64,49152,4969216,20,0.340178,1024,2,7056,1,63,428,Tesla C2050,94,14,4,24,1,3,6004,8,4,155288,1536,1536,2,2817720320,7,0,59,1,96,8,0.856771,0.340239,1000,10752,6000,204,6000,1,14,
7249920,2,1,226560,418.994,468.804,8,13440,7,2,64,49152,6388992,20,0.32437,1024,2,8624,1,63,333,Tesla C2050,94,18,4,24,1,3,6004,8,3,199656,1920,1920,2,2817720320,7,0,59,1,96,10,0.88125,0.324434,1000,13440,6000,204,6000,1,14,
3866624,2,1,120832,413.887,553.322,8,7168,7,2,64,49152,2854656,20,0.328379,1024,2,5200,1,47,1000,Tesla C2050,126,6,4,24,1,3,6004,8,5,89208,1024,1024,2,2817720320,7,0,59,1,128,4,0.738281,0.328437,1000,7168,6000,204,6000,1,14,
