Total FP,Elements/Thread,num_fields,phase_limit,Device GFlop/s,Arithmetic Intensity,Global Loads/Block,phase3_shared_loads,Dimensions,Time Steps,Local Memory Size,Useful FP,num_sfu,EventElapsed,Max Work-Group Size,Padding,Shared Size,Num Blocks Z,Num Blocks X,Num Blocks Y,Device,data_size,Register Usage,phase4_global_stores,Actual GFlop/s,Padded Size,Max Blocks,Num Blocks (Shared),Shared Stores/Block,Global Stores/Block,Time Tile Size,Global Memory Size,phase2_global_loads,phase2_shared_loads,compute_per_point,Block Size Z,Block Size X,Block Size Y,Useful Ratio,Elapsed Time,ProfileTimerResolution,Shared Loads/Block,Real Size,num_fp,Problem Size,shared_stores,Max Compute Units,
114688,1,1,3,85.952,1,1792,5,3,64,49152,32256,0,0.143785,1024,2,2400,99,33,33,Tesla C2050,4,10,1,24.174,202,8,21,256,256,2,2817720320,7,0,7,4,8,8,0.28125,0.143855,1000,1792,198,14,200,1,14,
172032,1,1,3,85.3112,1,2688,5,3,64,49152,64512,0,0.0990525,1024,2,3200,48,32,32,Tesla C2050,4,10,1,31.9917,196,8,16,384,384,2,2817720320,7,0,7,6,8,8,0.375,0.0991161,1000,2688,192,14,200,1,14,
229376,1,1,3,79.1538,1,3584,5,3,64,49152,96768,0,0.104076,1024,2,4000,33,33,33,Tesla C2050,4,10,1,33.393,202,8,13,512,512,2,2817720320,7,0,7,8,8,8,0.421875,0.10414,1000,3584,198,14,200,1,14,
114688,1,1,3,85.9343,1,1792,5,3,64,49152,25088,0,0.179376,1024,2,2592,98,14,98,Tesla C2050,4,10,1,18.7981,200,8,19,256,256,2,2817720320,7,0,7,4,16,4,0.21875,0.179445,1000,1792,196,14,200,1,14,
229376,1,1,3,85.2807,1,3584,5,3,64,49152,75264,0,0.0758515,1024,2,4320,28,12,84,Tesla C2050,4,10,1,27.9827,172,8,12,512,512,2,2817720320,7,0,7,8,16,4,0.328125,0.075913,1000,3584,168,14,200,1,14,
344064,1,1,3,82.343,1,5376,5,3,64,49152,150528,0,0.0589016,1024,2,5760,28,12,42,Tesla C2050,4,10,1,36.0251,172,8,9,768,768,2,2817720320,7,0,7,8,16,6,0.4375,0.0589659,1000,5376,168,14,200,1,14,
229376,1,1,3,85.286,1,3584,5,3,64,49152,75264,0,0.0758477,1024,2,4320,84,12,28,Tesla C2050,4,10,1,27.9845,172,8,12,512,512,2,2817720320,7,0,7,4,16,8,0.328125,0.0759082,1000,3584,168,14,200,1,14,
458752,1,1,3,68.52,1,7168,5,3,64,49152,225792,0,0.062923,1024,2,7200,28,12,28,Tesla C2050,4,10,1,33.7247,172,8,7,1024,1024,2,2817720320,7,0,7,8,16,8,0.492188,0.062988,1000,7168,168,14,200,1,14,
344064,1,1,3,82.5541,1,5376,5,3,64,49152,118272,0,0.122481,1024,2,6240,33,9,99,Tesla C2050,4,10,1,28.378,202,8,8,768,768,2,2817720320,7,0,7,8,24,4,0.34375,0.122544,1000,5376,198,14,200,1,14,
344064,1,1,3,82.6451,1,5376,5,3,64,49152,118272,0,0.122339,1024,2,6240,99,9,33,Tesla C2050,4,10,1,28.4093,202,8,8,768,768,2,2817720320,7,0,7,4,24,8,0.34375,0.122409,1000,5376,198,14,200,1,14,
458752,1,1,3,68.3647,1,7168,5,3,64,49152,161280,0,0.10864,1024,2,8160,90,6,30,Tesla C2050,4,10,1,24.0345,184,8,7,1024,1024,2,2817720320,7,0,7,4,32,8,0.351562,0.108708,1000,7168,180,14,200,1,14,
129024,1,1,3,80.4382,1,2016,5,3,64,49152,7168,0,0.801954,1024,3,2560,100,50,100,Tesla C2050,4,10,1,4.46879,206,8,20,576,288,3,2817720320,7,0,7,6,8,6,0.0555556,0.802007,1000,4032,200,14,200,1,14,
172032,1,1,3,77.2836,1,2688,5,3,64,49152,14336,0,0.556445,1024,3,3200,50,50,100,Tesla C2050,4,10,1,6.4403,206,8,16,768,384,3,2817720320,7,0,7,8,8,6,0.0833333,0.556496,1000,5376,200,14,200,1,14,
172032,1,1,3,86.2601,1,2688,5,3,64,49152,14336,0,0.498531,1024,3,3200,100,50,50,Tesla C2050,4,10,1,7.18834,206,8,16,768,384,3,2817720320,7,0,7,6,8,8,0.0833333,0.498585,1000,5376,200,14,200,1,14,
229376,1,1,3,74.9467,1,3584,5,3,64,49152,28672,0,0.382508,1024,3,4000,50,50,50,Tesla C2050,4,10,1,9.36834,206,8,13,1024,512,3,2817720320,7,0,7,8,8,8,0.125,0.382565,1000,7168,200,14,200,1,14,
344064,1,1,3,82.7842,1,5376,5,3,64,49152,43008,0,0.306366,1024,3,5760,48,16,96,Tesla C2050,4,10,1,10.348,198,8,9,1536,768,3,2817720320,7,0,7,8,16,6,0.125,0.306425,1000,10752,192,14,200,1,14,
458752,1,1,3,70.009,1,7168,5,3,64,49152,86016,0,0.241498,1024,3,7200,48,16,48,Tesla C2050,4,10,1,13.1267,198,8,7,2048,1024,3,2817720320,7,0,7,8,16,8,0.1875,0.241561,1000,14336,192,14,200,1,14,
229376,1,1,3,74.1413,1,3584,5,3,64,49152,3584,0,3.09376,1024,4,4000,100,100,100,Tesla C2050,4,10,1,1.15846,208,8,13,1536,512,4,2817720320,7,0,7,8,8,8,0.015625,3.09377,1000,10752,200,14,200,1,14,
